+----------------------------------------------+----------+-----------------+--------------------+-----------------+-------------+-------------+-------------------+------------------+--------------------------+--------------------+----------------------+
|                   Filename                   | CFG File | Sample Interval | Aggregate Interval | Update Interval | Min Regions | Max Regions | Elapsed - wo DAMO | Elapsed - w DAMO | Elapsed - w DAMO Default |     Overhead %     | Overhead-w-default % |
|  2mb_s100000_a1000000_u4000000_n2048_m2048   |   2mb    |      100000     |      1000000       |     4000000     |     2048    |     2048    |    5.162444289    |   12.112221837   |       10.12034414        | 134.62184110748473 |  96.03783737800644   |
|  2mb_s100000_a1000000_u8000000_n1024_m1024   |   2mb    |      100000     |      1000000       |     8000000     |     1024    |     1024    |    5.166366212    |   11.218044694   |       10.21877919        | 117.13607269929243 |  97.79432526994856   |
|  2mb_s100000_a1000000_u8000000_n1024_m2048   |   2mb    |      100000     |      1000000       |     8000000     |     1024    |     2048    |    5.164441632    |   11.251784937   |       10.193894398       | 117.87030890777234 |  97.38618662734844   |
|  2mb_s100000_a1000000_u8000000_n2048_m2048   |   2mb    |      100000     |      1000000       |     8000000     |     2048    |     2048    |    5.163861025    |   11.021953659   |       10.261586636       | 113.44404130240898 |  98.71926425440546   |
|  2mb_s100000_a2000000_u2000000_n1024_m1024   |   2mb    |      100000     |      2000000       |     2000000     |     1024    |     1024    |    5.166609253    |   9.849927397    |       10.325824664       | 90.64587458942486  |  99.85689179038059   |
|  2mb_s100000_a2000000_u2000000_n1024_m2048   |   2mb    |      100000     |      2000000       |     2000000     |     1024    |     2048    |    5.167620777    |   9.885387312    |       10.35884173        | 91.29475127118062  |  100.45669326404601  |
|  2mb_s100000_a2000000_u2000000_n2048_m2048   |   2mb    |      100000     |      2000000       |     2000000     |     2048    |     2048    |    5.166340575    |   11.146559009   |       10.374247483       | 115.7534689628935  |  100.80456045041124  |
|  2mb_s100000_a2000000_u4000000_n1024_m1024   |   2mb    |      100000     |      2000000       |     4000000     |     1024    |     1024    |    5.166735612    |   9.903876427    |       10.290722756       |  91.6853729460775  |  99.17262133752857   |
|  2mb_s100000_a2000000_u4000000_n1024_m2048   |   2mb    |      100000     |      2000000       |     4000000     |     1024    |     2048    |    5.166305867    |   10.919379692   |       10.412061079       | 111.35759231268139 |  101.53783664857102  |
|  2mb_s100000_a2000000_u4000000_n2048_m2048   |   2mb    |      100000     |      2000000       |     4000000     |     2048    |     2048    |    5.163051914    |   11.153754813   |       10.507288392       | 116.03026657074204 |  103.50925319012778  |
|  2mb_s100000_a2000000_u8000000_n1024_m1024   |   2mb    |      100000     |      2000000       |     8000000     |     1024    |     1024    |    5.162649378    |   10.884386025   |       10.236040571       | 110.82946425497113 |  98.27107792017867   |
|  2mb_s100000_a2000000_u8000000_n1024_m2048   |   2mb    |      100000     |      2000000       |     8000000     |     1024    |     2048    |    5.166803919    |   10.878292888   |       10.222917204       | 110.54201124213401 |   97.8576575435163   |
|  2mb_s100000_a2000000_u8000000_n2048_m2048   |   2mb    |      100000     |      2000000       |     8000000     |     2048    |     2048    |    5.166184781    |   11.149848502   |       10.212869293       | 115.82364887540399 |  97.68687582682885   |
|  2mb_s100000_a4000000_u4000000_n1024_m1024   |   2mb    |      100000     |      4000000       |     4000000     |     1024    |     1024    |    5.164710637    |   10.677887626   |       10.284213153       | 106.74706438543889 |  99.12467272268599   |
|  2mb_s100000_a4000000_u4000000_n1024_m2048   |   2mb    |      100000     |      4000000       |     4000000     |     1024    |     2048    |    5.163476026    |   9.680108148    |       10.300335623       | 87.47270441960218  |  99.48452498150519   |
|  2mb_s100000_a4000000_u4000000_n2048_m2048   |   2mb    |      100000     |      4000000       |     4000000     |     2048    |     2048    |    5.165519918    |   10.69495971    |       10.259269598       | 107.04517415046388 |  98.61059023797571   |
|  2mb_s100000_a4000000_u8000000_n1024_m1024   |   2mb    |      100000     |      4000000       |     8000000     |     1024    |     1024    |    5.168134003    |   9.702627634    |       10.274494194       |  87.7394747962769  |  98.80471729324086   |
|  2mb_s100000_a4000000_u8000000_n1024_m2048   |   2mb    |      100000     |      4000000       |     8000000     |     1024    |     2048    |     5.16427614    |   10.657786177   |       10.200152489       | 106.37521867682311 |   97.5136923836145   |
|  2mb_s100000_a4000000_u8000000_n2048_m2048   |   2mb    |      100000     |      4000000       |     8000000     |     2048    |     2048    |    5.163639796    |   9.659749813    |       10.287426411       | 87.07249526744486  |  99.22819595141257   |
|   2mb_s10000_a1000000_u1000000_n1024_m1024   |   2mb    |      10000      |      1000000       |     1000000     |     1024    |     1024    |    5.162619374    |   10.313115786   |       10.275776508       | 99.76517807876647  |  99.04191581023575   |
|   2mb_s10000_a1000000_u1000000_n1024_m2048   |   2mb    |      10000      |      1000000       |     1000000     |     1024    |     2048    |    5.164492958    |   10.254332756   |       10.340095783       | 98.55449197806806  |  100.2151201887649   |
|   2mb_s10000_a1000000_u1000000_n2048_m2048   |   2mb    |      10000      |      1000000       |     1000000     |     2048    |     2048    |    5.169832833    |   11.02014456    |       10.265506699       | 113.16249317881959 |  98.56554419851585   |
|   2mb_s10000_a1000000_u2000000_n1024_m1024   |   2mb    |      10000      |      1000000       |     2000000     |     1024    |     1024    |    5.166461194    |   10.245483744   |       10.243963478       | 98.30757184237548  |   98.2781461689229   |
|   2mb_s10000_a1000000_u2000000_n1024_m2048   |   2mb    |      10000      |      1000000       |     2000000     |     1024    |     2048    |    5.166298136    |   10.25242047    |       10.323782376       | 98.44809958911749  |  99.82939629560705   |
|   2mb_s10000_a1000000_u2000000_n2048_m2048   |   2mb    |      10000      |      1000000       |     2000000     |     2048    |     2048    |    5.165680665    |   11.293431529   |       10.106118226       | 118.62426776626927 |  95.63962392166182   |
|   2mb_s10000_a1000000_u4000000_n1024_m1024   |   2mb    |      10000      |      1000000       |     4000000     |     1024    |     1024    |    5.167409681    |   10.297633091   |       10.289299775       | 99.28036921212713  |  99.11910241668336   |
|   2mb_s10000_a1000000_u4000000_n1024_m2048   |   2mb    |      10000      |      1000000       |     4000000     |     1024    |     2048    |    5.164919255    |   10.312119003   |       10.325257204       | 99.65692576930711  |  99.91129956202964   |
|   2mb_s10000_a1000000_u4000000_n2048_m2048   |   2mb    |      10000      |      1000000       |     4000000     |     2048    |     2048    |    5.167335852    |   11.167705418   |       10.327035098       | 116.12114516763174 |  99.85221386380286   |
|   2mb_s10000_a1000000_u8000000_n1024_m1024   |   2mb    |      10000      |      1000000       |     8000000     |     1024    |     1024    |    5.163405222    |   10.226510173   |       10.214153767       | 98.05747822052305  |  97.81817091325709   |
|   2mb_s10000_a1000000_u8000000_n1024_m2048   |   2mb    |      10000      |      1000000       |     8000000     |     1024    |     2048    |    5.163366291    |   10.212469278   |       10.469158688       | 97.78703857986666  |  102.75839632466625  |
|   2mb_s10000_a1000000_u8000000_n2048_m2048   |   2mb    |      10000      |      1000000       |     8000000     |     2048    |     2048    |    5.167978711    |   10.960924678   |       10.203342509       | 112.09306947549457 |   97.4339113913583   |
|   2mb_s10000_a2000000_u2000000_n1024_m1024   |   2mb    |      10000      |      2000000       |     2000000     |     1024    |     1024    |    5.163366127    |   9.870775242    |       10.165948298       | 91.16938445221359  |  96.88606323771548   |
|   2mb_s10000_a2000000_u2000000_n1024_m2048   |   2mb    |      10000      |      2000000       |     2000000     |     1024    |     2048    |    5.164666205    |   9.943564037    |       10.277178034       | 92.53062332224819  |  98.99016947214308   |
|   2mb_s10000_a2000000_u2000000_n2048_m2048   |   2mb    |      10000      |      2000000       |     2000000     |     2048    |     2048    |    5.168093894    |   10.153254443   |       10.323806284       | 96.46033240200259  |  99.76042416693754   |
|   2mb_s10000_a2000000_u4000000_n1024_m1024   |   2mb    |      10000      |      2000000       |     4000000     |     1024    |     1024    |    5.164183605    |   9.871609664    |       10.504777134       | 91.15528066124983  |  103.41602734320287  |
|   2mb_s10000_a2000000_u4000000_n1024_m2048   |   2mb    |      10000      |      2000000       |     4000000     |     1024    |     2048    |    5.163272804    |   9.912562129    |       10.442516691       | 91.98214979694107  |  102.24607700197743  |
|   2mb_s10000_a2000000_u4000000_n2048_m2048   |   2mb    |      10000      |      2000000       |     4000000     |     2048    |     2048    |    5.165124623    |   10.229475037   |       10.218504311       | 98.04894912794055  |  97.83654910275726   |
|   2mb_s10000_a2000000_u8000000_n1024_m1024   |   2mb    |      10000      |      2000000       |     8000000     |     1024    |     1024    |     5.16680634    |   9.921068782    |       10.226339576       |  92.0154952430441  |  97.92380250117911   |
|   2mb_s10000_a2000000_u8000000_n1024_m2048   |   2mb    |      10000      |      2000000       |     8000000     |     1024    |     2048    |     5.16402534    |   9.877462545    |       10.086256786       | 91.27447862213627  |  95.31772448661144   |
|   2mb_s10000_a2000000_u8000000_n2048_m2048   |   2mb    |      10000      |      2000000       |     8000000     |     2048    |     2048    |     5.16568019    |   10.236992484   |       10.432505225       | 98.17317579623528  |  101.95801600718144  |
|   2mb_s10000_a4000000_u4000000_n1024_m1024   |   2mb    |      10000      |      4000000       |     4000000     |     1024    |     1024    |    5.165941422    |   9.641986529    |       10.278815528       | 86.64529349748402  |  98.97274646255174   |
|   2mb_s10000_a4000000_u4000000_n1024_m2048   |   2mb    |      10000      |      4000000       |     4000000     |     1024    |     2048    |    5.169864207    |   9.711740237    |       10.109684182       |  87.8529077001732  |  95.55028482781968   |
|   2mb_s10000_a4000000_u4000000_n2048_m2048   |   2mb    |      10000      |      4000000       |     4000000     |     2048    |     2048    |    5.166117393    |   9.741501595    |       10.260398699       | 88.56523872646733  |  98.60947629457011   |
|   2mb_s10000_a4000000_u8000000_n1024_m1024   |   2mb    |      10000      |      4000000       |     8000000     |     1024    |     1024    |    5.163269647    |   9.680783559    |       10.508774415       | 87.49327888820989  |  103.52945194535566  |
|   2mb_s10000_a4000000_u8000000_n1024_m2048   |   2mb    |      10000      |      4000000       |     8000000     |     1024    |     2048    |    5.166110983    |   9.644690471    |       10.173944329       | 86.69150745575456  |  96.93623235116625   |
|   2mb_s10000_a4000000_u8000000_n2048_m2048   |   2mb    |      10000      |      4000000       |     8000000     |     2048    |     2048    |    5.164219239    |   9.700361981    |       10.491384564       | 87.83791957830161  |  103.15528986007094  |
|   2mb_s1000_a1000000_u1000000_n1024_m1024    |   2mb    |       1000      |      1000000       |     1000000     |     1024    |     1024    |    5.165914483    |   10.234512951   |       10.194463858       | 98.11618997332906  |  97.34093337293832   |
|   2mb_s1000_a1000000_u1000000_n1024_m2048    |   2mb    |       1000      |      1000000       |     1000000     |     1024    |     2048    |    5.166460817    |   10.272621269   |       10.119570285       | 98.83284965983708  |  95.87045452279484   |
|   2mb_s1000_a1000000_u1000000_n2048_m2048    |   2mb    |       1000      |      1000000       |     1000000     |     2048    |     2048    |    5.162728017    |   10.949280598   |       10.25716197        | 112.08323510256302 |  98.67717098837826   |
|   2mb_s1000_a1000000_u2000000_n1024_m1024    |   2mb    |       1000      |      1000000       |     2000000     |     1024    |     1024    |    5.167406157    |   10.267295695   |       10.411068761       | 98.69341373701505  |  101.4757200166412   |
|   2mb_s1000_a1000000_u2000000_n1024_m2048    |   2mb    |       1000      |      1000000       |     2000000     |     1024    |     2048    |    5.165859381    |   10.275527013   |       10.433537693       | 98.91224780127247  |  101.97099695308181  |
|   2mb_s1000_a1000000_u2000000_n2048_m2048    |   2mb    |       1000      |      1000000       |     2000000     |     2048    |     2048    |    5.166029727    |   11.863453587   |       10.301161311       | 129.6435408607164  |  99.40189769256432   |
|   2mb_s1000_a1000000_u4000000_n1024_m1024    |   2mb    |       1000      |      1000000       |     4000000     |     1024    |     1024    |    5.168069843    |   10.183495352   |       10.238906785       |  97.046395682776   |  98.11858384360461   |
|   2mb_s1000_a1000000_u4000000_n1024_m2048    |   2mb    |       1000      |      1000000       |     4000000     |     1024    |     2048    |    5.164241746    |   10.195192268   |       10.19523672        | 97.41895847336654  |  97.41981923864802   |
|   2mb_s1000_a1000000_u4000000_n2048_m2048    |   2mb    |       1000      |      1000000       |     4000000     |     2048    |     2048    |    5.164157131    |   11.308431043   |       10.148194263       |  118.979220735102  |  96.51211234610284   |
|   2mb_s1000_a1000000_u8000000_n1024_m1024    |   2mb    |       1000      |      1000000       |     8000000     |     1024    |     1024    |    5.163548886    |   10.269707905   |       10.170195721       | 98.88855769032028  |  96.96135246389532   |
|   2mb_s1000_a1000000_u8000000_n1024_m2048    |   2mb    |       1000      |      1000000       |     8000000     |     1024    |     2048    |    5.167015257    |   10.254254287   |       10.24005624        | 98.45604816258432  |  98.18126579222522   |
|   2mb_s1000_a1000000_u8000000_n2048_m2048    |   2mb    |       1000      |      1000000       |     8000000     |     2048    |     2048    |    5.164953095    |   11.002018253   |       10.355584025       | 113.01293643209742 |  100.49715524086477  |
|   2mb_s1000_a2000000_u2000000_n1024_m1024    |   2mb    |       1000      |      2000000       |     2000000     |     1024    |     1024    |    5.164724191    |   9.900747149    |       10.280778758       | 91.69943607546264  |  99.05765298977994   |
|   2mb_s1000_a2000000_u2000000_n1024_m2048    |   2mb    |       1000      |      2000000       |     2000000     |     1024    |     2048    |     5.16601045    |   9.842914503    |       10.378149985       | 90.53222207477339  |  100.89293441131156  |
|   2mb_s1000_a2000000_u2000000_n2048_m2048    |   2mb    |       1000      |      2000000       |     2000000     |     2048    |     2048    |    5.166527937    |   10.163303238   |       10.247168758       | 96.71437688772919  |  98.33762408628589   |
|   2mb_s1000_a2000000_u4000000_n1024_m1024    |   2mb    |       1000      |      2000000       |     4000000     |     1024    |     1024    |    5.166491075    |   9.894926095    |        10.2085292        | 91.52120755381353  |  97.59115135991983   |
|   2mb_s1000_a2000000_u4000000_n1024_m2048    |   2mb    |       1000      |      2000000       |     4000000     |     1024    |     2048    |    5.162568654    |   9.872856567    |       10.390927255       | 91.23923048171824  |  101.27436459269215  |
|   2mb_s1000_a2000000_u4000000_n2048_m2048    |   2mb    |       1000      |      2000000       |     4000000     |     2048    |     2048    |    5.166346859    |   10.185476871   |       10.189769612       |  97.1504652897329  |  97.23355574256458   |
|   2mb_s1000_a2000000_u8000000_n1024_m1024    |   2mb    |       1000      |      2000000       |     8000000     |     1024    |     1024    |    5.164731367    |   9.877502665    |       10.289779418       | 91.24910790350502  |  99.23164801457912   |
|   2mb_s1000_a2000000_u8000000_n1024_m2048    |   2mb    |       1000      |      2000000       |     8000000     |     1024    |     2048    |    5.164660891    |   9.877365648    |       10.341460069       | 91.24906468133108  |  100.23502582756505  |
|   2mb_s1000_a2000000_u8000000_n2048_m2048    |   2mb    |       1000      |      2000000       |     8000000     |     2048    |     2048    |    5.163489068    |   10.139449293   |       10.393952961       | 96.36817584911368  |  101.29708466732443  |
|   2mb_s1000_a4000000_u4000000_n1024_m1024    |   2mb    |       1000      |      4000000       |     4000000     |     1024    |     1024    |    5.166179263    |   9.696963866    |       10.262370046       | 87.70087858641155  |  98.64525645671539   |
|   2mb_s1000_a4000000_u4000000_n1024_m2048    |   2mb    |       1000      |      4000000       |     4000000     |     1024    |     2048    |    5.166225075    |   9.629537899    |       10.452959507       | 86.39408386596476  |  102.33263853685276  |
|   2mb_s1000_a4000000_u4000000_n2048_m2048    |   2mb    |       1000      |      4000000       |     4000000     |     2048    |     2048    |    5.163275003    |   9.689403274    |       10.235693076       | 87.66002717984611  |  98.24032363282589   |
|   2mb_s1000_a4000000_u8000000_n1024_m1024    |   2mb    |       1000      |      4000000       |     8000000     |     1024    |     1024    |    5.164289255    |   9.666233633    |       10.27563428        |  87.1745201654085  |  98.97480122847999   |
|   2mb_s1000_a4000000_u8000000_n1024_m2048    |   2mb    |       1000      |      4000000       |     8000000     |     1024    |     2048    |    5.165599732    |    9.69479269    |       10.292150317       | 87.67990539302589  |   99.2440539525721   |
|   2mb_s1000_a4000000_u8000000_n2048_m2048    |   2mb    |       1000      |      4000000       |     8000000     |     2048    |     2048    |     5.16488346    |    9.72180565    |       10.366404095       | 88.22894505348626  |  100.70935143616965  |
| demo_s1000000_a1000000_u1000000_n1024_m1024  |   demo   |     1000000     |      1000000       |     1000000     |     1024    |     1024    |    40.269371946   |   49.522851318   |       44.659139709       | 22.97895130921991  |  10.901008758931097  |
| demo_s1000000_a1000000_u1000000_n1024_m2048  |   demo   |     1000000     |      1000000       |     1000000     |     1024    |     2048    |    40.250246967   |   49.578701583   |       44.338919241       | 23.176142555468346 |  10.158129656576218  |
| demo_s1000000_a1000000_u1000000_n2048_m2048  |   demo   |     1000000     |      1000000       |     1000000     |     2048    |     2048    |    40.268680684   |   55.813592305   |       44.400995574       | 38.60298216121213  |  10.261858148339817  |
| demo_s1000000_a1000000_u2000000_n1024_m1024  |   demo   |     1000000     |      1000000       |     2000000     |     1024    |     1024    |    40.261561081   |   49.576163846   |       44.390139588       | 23.13522505066424  |  10.254392517701772  |
| demo_s1000000_a1000000_u2000000_n1024_m2048  |   demo   |     1000000     |      1000000       |     2000000     |     1024    |     2048    |    40.261034572   |   49.571742093   |       44.379313706       | 23.12585262643806  |  10.22894512716795   |
| demo_s1000000_a1000000_u2000000_n2048_m2048  |   demo   |     1000000     |      1000000       |     2000000     |     2048    |     2048    |    40.247679902   |   54.584532527   |       44.335219341       | 35.62156293209728  |  10.155962900104653  |
| demo_s1000000_a1000000_u4000000_n1024_m1024  |   demo   |     1000000     |      1000000       |     4000000     |     1024    |     1024    |    40.249760834   |   49.569982264   |       44.422961946       | 23.155967232796492 |  10.368263128845207  |
| demo_s1000000_a1000000_u4000000_n1024_m2048  |   demo   |     1000000     |      1000000       |     4000000     |     1024    |     2048    |    40.261220305   |   49.531568025   |       44.335390017       | 23.02550108956514  |  10.119339853923982  |
| demo_s1000000_a1000000_u4000000_n2048_m2048  |   demo   |     1000000     |      1000000       |     4000000     |     2048    |     2048    |    40.252952287   |   54.575840296   |       44.415590368       | 35.58220501909792  |  10.34119945121231   |
| demo_s1000000_a1000000_u8000000_n1024_m1024  |   demo   |     1000000     |      1000000       |     8000000     |     1024    |     1024    |    40.254267022   |   49.598045045   |       44.372471807       | 23.211894574787266 |  10.230480119658596  |
| demo_s1000000_a1000000_u8000000_n1024_m2048  |   demo   |     1000000     |      1000000       |     8000000     |     1024    |     2048    |    40.272472863   |   49.57942341    |       44.419986115       | 23.10995547420353  |  10.298630695237234  |
| demo_s1000000_a1000000_u8000000_n2048_m2048  |   demo   |     1000000     |      1000000       |     8000000     |     2048    |     2048    |    40.253022426   |   54.666555954   |       44.502286758       | 35.80733236739534  |  10.556385771557206  |
| demo_s1000000_a2000000_u2000000_n1024_m1024  |   demo   |     1000000     |      2000000       |     2000000     |     1024    |     1024    |    40.246893845   |   47.090647654   |       44.42295737        | 17.00442731147616  |  10.37611384640756   |
| demo_s1000000_a2000000_u2000000_n1024_m2048  |   demo   |     1000000     |      2000000       |     2000000     |     1024    |     2048    |    40.254312047   |   47.072448056   |       44.435494265       | 16.93765378734905  |  10.386917588153418  |
| demo_s1000000_a2000000_u2000000_n2048_m2048  |   demo   |     1000000     |      2000000       |     2000000     |     2048    |     2048    |    40.271000448   |   49.623830977   |       44.629684495       | 23.224728526615205 |  10.823381586032745  |
| demo_s1000000_a2000000_u4000000_n1024_m1024  |   demo   |     1000000     |      2000000       |     4000000     |     1024    |     1024    |    40.258291802   |    47.0796298    |       44.481393853       | 16.94393302018124  |  10.49001798628276   |
| demo_s1000000_a2000000_u4000000_n1024_m2048  |   demo   |     1000000     |      2000000       |     4000000     |     1024    |     2048    |    40.24830458    |   48.107812343   |       44.556041967       | 19.527549905556782 |  10.702903965650707  |
| demo_s1000000_a2000000_u4000000_n2048_m2048  |   demo   |     1000000     |      2000000       |     4000000     |     2048    |     2048    |    40.253524375   |   49.490927337   |       44.30542259        | 22.948060090204226 |  10.06594646782404   |
| demo_s1000000_a2000000_u8000000_n1024_m1024  |   demo   |     1000000     |      2000000       |     8000000     |     1024    |     1024    |    40.255965376   |   47.048452767   |       44.331158312       | 16.873244319336532 |  10.123202605965995  |
| demo_s1000000_a2000000_u8000000_n1024_m2048  |   demo   |     1000000     |      2000000       |     8000000     |     1024    |     2048    |    40.242975426   |   47.06901071    |       44.611996816       | 16.962054151666592 |  10.85660626171613   |
| demo_s1000000_a2000000_u8000000_n2048_m2048  |   demo   |     1000000     |      2000000       |     8000000     |     2048    |     2048    |    40.251178165   |   49.596715402   |       44.539376238       | 23.218046435039057 |  10.653596412561068  |
| demo_s1000000_a4000000_u4000000_n1024_m1024  |   demo   |     1000000     |      4000000       |     4000000     |     1024    |     1024    |    40.315726771   |   45.857332249   |       44.439733107       | 13.745517994695314 |  10.229274445243265  |
| demo_s1000000_a4000000_u4000000_n1024_m2048  |   demo   |     1000000     |      4000000       |     4000000     |     1024    |     2048    |    40.261229559   |   45.867411134   |       44.430282426       | 13.924516554529303 |  10.35500632411274   |
| demo_s1000000_a4000000_u4000000_n2048_m2048  |   demo   |     1000000     |      4000000       |     4000000     |     2048    |     2048    |    40.298406241   |   47.08988533    |       44.305954395       |  16.8529719224734  |  9.944681509321525   |
| demo_s1000000_a4000000_u8000000_n1024_m1024  |   demo   |     1000000     |      4000000       |     8000000     |     1024    |     1024    |     40.258094     |   45.907927003   |       44.32397579        | 14.034030033811332 |  10.099538716363469  |
| demo_s1000000_a4000000_u8000000_n1024_m2048  |   demo   |     1000000     |      4000000       |     8000000     |     1024    |     2048    |    40.247910705   |   45.900020566   |       44.362900582       | 14.043237927125091 |  10.224108046653944  |
| demo_s1000000_a4000000_u8000000_n2048_m2048  |   demo   |     1000000     |      4000000       |     8000000     |     2048    |     2048    |    40.265042345   |   47.117424041   |       44.357523366       | 17.018190710659745 |  10.163856245163487  |
|  demo_s100000_a1000000_u1000000_n1024_m1024  |   demo   |      100000     |      1000000       |     1000000     |     1024    |     1024    |    40.258433854   |   48.13455177    |       44.363205083       | 19.563895467377804 |  10.196052941071256  |
|  demo_s100000_a1000000_u1000000_n1024_m2048  |   demo   |      100000     |      1000000       |     1000000     |     1024    |     2048    |    40.259637471   |   50.536142717   |       44.52136394        | 25.52557820075359  |  10.585605675336318  |
|  demo_s100000_a1000000_u1000000_n2048_m2048  |   demo   |      100000     |      1000000       |     1000000     |     2048    |     2048    |    40.245552514   |   54.076558082   |       44.315209431       | 34.366544137240204 |  10.112066210506878  |
|  demo_s100000_a1000000_u2000000_n1024_m1024  |   demo   |      100000     |      1000000       |     2000000     |     1024    |     1024    |     40.2486076    |   49.105712394   |       44.402163604       | 22.005990572453992 |  10.319750798037552  |
|  demo_s100000_a1000000_u2000000_n1024_m2048  |   demo   |      100000     |      1000000       |     2000000     |     1024    |     2048    |    40.291759675   |   49.31349645    |       44.31010286        | 22.391022004923144 |   9.97311414892926   |
|  demo_s100000_a1000000_u2000000_n2048_m2048  |   demo   |      100000     |      1000000       |     2000000     |     2048    |     2048    |    40.26025542    |   52.98877153    |       44.292074969       | 31.615587077663903 |  10.014391381623277  |
|  demo_s100000_a1000000_u4000000_n1024_m1024  |   demo   |      100000     |      1000000       |     4000000     |     1024    |     1024    |    40.26176333    |   48.145085129   |       44.378926176       | 19.580170233443177 |  10.225987402127029  |
|  demo_s100000_a1000000_u4000000_n1024_m2048  |   demo   |      100000     |      1000000       |     4000000     |     1024    |     2048    |    40.25235688    |   49.148825823   |       44.594718251       | 22.101734240114393 |  10.78784376265324   |
|  demo_s100000_a1000000_u4000000_n2048_m2048  |   demo   |      100000     |      1000000       |     4000000     |     2048    |     2048    |    40.257141151   |   54.93539686    |       44.40684831        |  36.4612470963686  |   10.3080026061337   |
|  demo_s100000_a1000000_u8000000_n1024_m1024  |   demo   |      100000     |      1000000       |     8000000     |     1024    |     1024    |    40.25483033    |   49.097920354   |       44.321024115       | 21.96777368456494  |  10.101132588726038  |
|  demo_s100000_a1000000_u8000000_n1024_m2048  |   demo   |      100000     |      1000000       |     8000000     |     1024    |     2048    |    40.260285418   |   49.164817561   |       44.454514069       | 22.117409378868594 |  10.417781710819156  |
|  demo_s100000_a1000000_u8000000_n2048_m2048  |   demo   |      100000     |      1000000       |     8000000     |     2048    |     2048    |    40.252108619   |   53.833426157   |       44.265641607       | 33.74063621499143  |  9.970988168568923   |
|  demo_s100000_a2000000_u2000000_n1024_m1024  |   demo   |      100000     |      2000000       |     2000000     |     1024    |     1024    |    40.266909835   |   46.95942444    |       44.345005203       | 16.620382920923486 |  10.127659124354556  |
|  demo_s100000_a2000000_u2000000_n1024_m2048  |   demo   |      100000     |      2000000       |     2000000     |     1024    |     2048    |    40.250970579   |   45.952582275   |       44.349916546       | 14.16515332173054  |  10.183471126379583  |
|  demo_s100000_a2000000_u2000000_n2048_m2048  |   demo   |      100000     |      2000000       |     2000000     |     2048    |     2048    |    40.25068063    |   48.406111481   |       44.340930245       | 20.261597377614347 |  10.161939005700745  |
|  demo_s100000_a2000000_u4000000_n1024_m1024  |   demo   |      100000     |      2000000       |     4000000     |     1024    |     1024    |    40.246239593   |   48.020827938   |       44.55429807        |  19.3175522076657  |  10.704250932674219  |
|  demo_s100000_a2000000_u4000000_n1024_m2048  |   demo   |      100000     |      2000000       |     4000000     |     1024    |     2048    |    40.257876935   |   45.98443622    |       44.432277227       |  14.2246927085749  |  10.369151604144328  |
|  demo_s100000_a2000000_u4000000_n2048_m2048  |   demo   |      100000     |      2000000       |     4000000     |     2048    |     2048    |    40.247589765   |   49.360882765   |       44.299814936       | 22.643077643186167 |  10.068243079052355  |
|  demo_s100000_a2000000_u8000000_n1024_m1024  |   demo   |      100000     |      2000000       |     8000000     |     1024    |     1024    |    40.25128072    |   46.944034067   |       44.509002553       | 16.627429555737127 |  10.577854311314955  |
|  demo_s100000_a2000000_u8000000_n1024_m2048  |   demo   |      100000     |      2000000       |     8000000     |     1024    |     2048    |    40.256796384   |   46.958260677   |       45.399990753       | 16.64678984655492  |  12.775965379709536  |
|  demo_s100000_a2000000_u8000000_n2048_m2048  |   demo   |      100000     |      2000000       |     8000000     |     2048    |     2048    |    40.263817355   |   49.392753967   |       44.51718068        | 22.67280454685044  |  10.563735890958226  |
|  demo_s100000_a4000000_u4000000_n1024_m1024  |   demo   |      100000     |      4000000       |     4000000     |     1024    |     1024    |    40.251722368   |   45.781012637   |       44.666768613       | 13.736779307103067 |  10.968589628626544  |
|  demo_s100000_a4000000_u4000000_n1024_m2048  |   demo   |      100000     |      4000000       |     4000000     |     1024    |     2048    |    40.24133089    |   45.863093573   |       44.478186787       | 13.970121163157186 |  10.528617725346802  |
|  demo_s100000_a4000000_u4000000_n2048_m2048  |   demo   |      100000     |      4000000       |     4000000     |     2048    |     2048    |    40.263669506   |   45.890656954   |       44.394617902       | 13.975346800324498 |  10.259741465899964  |
|  demo_s100000_a4000000_u8000000_n1024_m1024  |   demo   |      100000     |      4000000       |     8000000     |     1024    |     1024    |    40.261933599   |   45.756390075   |       44.519347276       | 13.646777451683203 |  10.574290145632096  |
|  demo_s100000_a4000000_u8000000_n1024_m2048  |   demo   |      100000     |      4000000       |     8000000     |     1024    |     2048    |    40.245401693   |   46.752235139   |       44.507992999       | 16.167892907705166 |  10.591498970530612  |
|  demo_s100000_a4000000_u8000000_n2048_m2048  |   demo   |      100000     |      4000000       |     8000000     |     2048    |     2048    |    40.257504758   |   47.863139557   |       44.425544407       | 18.89246450995847  |  10.353447572211284  |
|  demo_s10000_a1000000_u1000000_n1024_m1024   |   demo   |      10000      |      1000000       |     1000000     |     1024    |     1024    |    40.254898217   |   49.523077592   |       44.488482909       | 23.02373073964442  |  10.516942979654885  |
|  demo_s10000_a1000000_u1000000_n1024_m2048   |   demo   |      10000      |      1000000       |     1000000     |     1024    |     2048    |    40.255464827   |   49.561395226   |       44.430541419       | 23.11718530389038  |  10.371452944196813  |
|  demo_s10000_a1000000_u1000000_n2048_m2048   |   demo   |      10000      |      1000000       |     1000000     |     2048    |     2048    |    40.260058648   |   54.722908468   |       44.467828039       | 35.92356868242783  |  10.45147357530993   |
