+----------------------------------------------+----------+-----------------+--------------------+-----------------+-------------+-------------+-------------------+------------------+--------------------------+--------------------+----------------------+
|                   Filename                   | CFG File | Sample Interval | Aggregate Interval | Update Interval | Min Regions | Max Regions | Elapsed - wo DAMO | Elapsed - w DAMO | Elapsed - w DAMO Default |     Overhead %     | Overhead-w-default % |
| 200mb_s1000000_a2000000_u4000000_n1024_m1024 |  200mb   |     1000000     |      2000000       |     4000000     |     1024    |     1024    |    5.196189629    |   10.937939801   |       9.697472738        | 110.49924236704565 |  86.62661354540032   |
| 200mb_s1000000_a2000000_u4000000_n1024_m2048 |  200mb   |     1000000     |      2000000       |     4000000     |     1024    |     2048    |    5.194046223    |   10.94542589    |       9.761156105        | 110.73023650679204 |  87.92971194164899   |
| 200mb_s1000000_a2000000_u4000000_n2048_m2048 |  200mb   |     1000000     |      2000000       |     4000000     |     2048    |     2048    |    5.196603293    |   11.359372492   |       9.732228785        | 118.59225827958542 |  87.28057995324832   |
| 200mb_s1000000_a2000000_u8000000_n1024_m1024 |  200mb   |     1000000     |      2000000       |     8000000     |     1024    |     1024    |    5.196171574    |   11.011710046   |       9.783735438        | 111.9196775776057  |  88.28738232884226   |
| 200mb_s1000000_a2000000_u8000000_n1024_m2048 |  200mb   |     1000000     |      2000000       |     8000000     |     1024    |     2048    |    5.194353265    |   10.978813655   |       9.717322257        | 111.36055048423819 |  87.07472829151136   |
| 200mb_s1000000_a2000000_u8000000_n2048_m2048 |  200mb   |     1000000     |      2000000       |     8000000     |     2048    |     2048    |    5.202136549    |   11.318034119   |       9.746206502        | 117.56511026562058 |  87.35007069111825   |
| 200mb_s1000000_a4000000_u4000000_n1024_m1024 |  200mb   |     1000000     |      4000000       |     4000000     |     1024    |     1024    |     5.19494514    |   10.671906854   |       9.709054611        | 105.42867280404042 |  86.89426643300413   |
| 200mb_s1000000_a4000000_u4000000_n1024_m2048 |  200mb   |     1000000     |      4000000       |     4000000     |     1024    |     2048    |    5.193307383    |   10.635529108   |       9.737398655        | 104.79298303841608 |   87.498985461073    |
| 200mb_s1000000_a4000000_u4000000_n2048_m2048 |  200mb   |     1000000     |      4000000       |     4000000     |     2048    |     2048    |    5.196096055    |   10.747968898   |       9.782092969        | 106.84700175351165 |  88.25850918570059   |
| 200mb_s1000000_a4000000_u8000000_n1024_m1024 |  200mb   |     1000000     |      4000000       |     8000000     |     1024    |     1024    |    5.194849207    |   10.692869403   |       9.739366854        | 105.83599209369696 |   87.4812235334245   |
| 200mb_s1000000_a4000000_u8000000_n1024_m2048 |  200mb   |     1000000     |      4000000       |     8000000     |     1024    |     2048    |    5.196746353    |   10.628449032   |       9.794222092        | 104.52121981794174 |   88.4683497462975   |
| 200mb_s1000000_a4000000_u8000000_n2048_m2048 |  200mb   |     1000000     |      4000000       |     8000000     |     2048    |     2048    |    5.196478552    |   10.697636929   |       9.740954831        | 105.86319797053207 |  87.45299790087537   |
| 200mb_s100000_a1000000_u1000000_n1024_m1024  |  200mb   |      100000     |      1000000       |     1000000     |     1024    |     1024    |    5.194763158    |   11.207679138   |        9.7457542         | 115.74956927035325 |  87.60728648410885   |
| 200mb_s100000_a1000000_u1000000_n1024_m2048  |  200mb   |      100000     |      1000000       |     1000000     |     1024    |     2048    |    5.193554117    |   11.20873706    |       9.798157836        | 115.82016491000977 |  88.65997379189339   |
| 200mb_s100000_a1000000_u1000000_n2048_m2048  |  200mb   |      100000     |      1000000       |     1000000     |     2048    |     2048    |    5.193939178    |   11.816423102   |       9.681379947        | 127.5040715157177  |  86.39763800098932   |
| 200mb_s100000_a1000000_u2000000_n1024_m1024  |  200mb   |      100000     |      1000000       |     2000000     |     1024    |     1024    |    5.193040506    |   11.256791034   |       9.695833744        | 116.76686367059892 |  86.70822484048615   |
| 200mb_s100000_a1000000_u2000000_n1024_m2048  |  200mb   |      100000     |      1000000       |     2000000     |     1024    |     2048    |    5.193430183    |   10.21030796    |       9.762806902        | 96.60046636271493  |  87.98379025017499   |
| 200mb_s100000_a1000000_u2000000_n2048_m2048  |  200mb   |      100000     |      1000000       |     2000000     |     2048    |     2048    |    5.192749017    |   10.784213121   |       9.729629747        | 107.67830460695653 |  87.36953615796142   |
| 200mb_s100000_a1000000_u4000000_n1024_m1024  |  200mb   |      100000     |      1000000       |     4000000     |     1024    |     1024    |     5.19625774    |   11.200921876   |       9.745912463        | 115.55747302095914 |  87.55637134735352   |
| 200mb_s100000_a1000000_u4000000_n1024_m2048  |  200mb   |      100000     |      1000000       |     4000000     |     1024    |     2048    |     5.20205775    |   10.192459959   |       9.744270268        | 95.93131120084165  |   87.3156880659389   |
| 200mb_s100000_a1000000_u4000000_n2048_m2048  |  200mb   |      100000     |      1000000       |     4000000     |     2048    |     2048    |    5.193146352    |   11.829274205   |       9.739546579        | 127.78626680613911 |  87.54616024347315   |
| 200mb_s100000_a1000000_u8000000_n1024_m1024  |  200mb   |      100000     |      1000000       |     8000000     |     1024    |     1024    |    5.196694912    |   11.155258726   |       9.747313434        | 114.66064325309387 |  87.56755205105257   |
| 200mb_s100000_a1000000_u8000000_n1024_m2048  |  200mb   |      100000     |      1000000       |     8000000     |     1024    |     2048    |    5.197369684    |   10.201199903   |       9.699937333        | 96.27620360360726  |  86.63166029657397   |
| 200mb_s100000_a1000000_u8000000_n2048_m2048  |  200mb   |      100000     |      1000000       |     8000000     |     2048    |     2048    |    5.195654667    |   11.817724503   |       9.731619826        | 127.45400263146473 |   87.3030532188755   |
| 200mb_s100000_a2000000_u2000000_n1024_m1024  |  200mb   |      100000     |      2000000       |     2000000     |     1024    |     1024    |    5.195708366    |   9.840453652    |       9.684308768        | 89.39580436027885  |  86.39053784028339   |
| 200mb_s100000_a2000000_u2000000_n1024_m2048  |  200mb   |      100000     |      2000000       |     2000000     |     1024    |     2048    |    5.197645451    |   10.869782787   |        9.7221326         | 109.12897752401929 |   87.0487837551427   |
| 200mb_s100000_a2000000_u2000000_n2048_m2048  |  200mb   |      100000     |      2000000       |     2000000     |     2048    |     2048    |    5.194180977    |    10.0335992    |        9.74262475        | 93.16999627908804  |  87.56806497772514   |
| 200mb_s100000_a2000000_u4000000_n1024_m1024  |  200mb   |      100000     |      2000000       |     4000000     |     1024    |     1024    |    5.194541759    |   9.856759718    |       9.777163485        |  89.7522471721841  |  88.21994198160418   |
| 200mb_s100000_a2000000_u4000000_n1024_m2048  |  200mb   |      100000     |      2000000       |     4000000     |     1024    |     2048    |    5.198316122    |   10.844877304   |       9.740987567        | 108.62288959501647 |  87.38736426156886   |
| 200mb_s100000_a2000000_u4000000_n2048_m2048  |  200mb   |      100000     |      2000000       |     4000000     |     2048    |     2048    |    5.191758492    |   10.078686211   |       9.706052629        | 94.12856407959434  |   86.9511581472076   |
| 200mb_s100000_a2000000_u8000000_n1024_m1024  |  200mb   |      100000     |      2000000       |     8000000     |     1024    |     1024    |    5.195505155    |   10.863985435   |       9.668271304        | 109.10354452338137 |  86.08914851514567   |
| 200mb_s100000_a2000000_u8000000_n1024_m2048  |  200mb   |      100000     |      2000000       |     8000000     |     1024    |     2048    |    5.195293487    |   9.820394517    |       9.730986547        | 89.02482682784387  |   87.3038851674021   |
| 200mb_s100000_a2000000_u8000000_n2048_m2048  |  200mb   |      100000     |      2000000       |     8000000     |     2048    |     2048    |    5.194349648    |   10.126198768   |       9.734944305        | 94.94642167376868  |  87.41411273205844   |
| 200mb_s100000_a4000000_u4000000_n1024_m1024  |  200mb   |      100000     |      4000000       |     4000000     |     1024    |     1024    |    5.192502479    |   10.704741319   |       9.755327857        | 106.15765446994214 |  87.87334038747984   |
| 200mb_s100000_a4000000_u4000000_n1024_m2048  |  200mb   |      100000     |      4000000       |     4000000     |     1024    |     2048    |    5.197133933    |   10.616153617   |        9.77451739        | 104.26938681705127 |  88.07514903426292   |
| 200mb_s100000_a4000000_u4000000_n2048_m2048  |  200mb   |      100000     |      4000000       |     4000000     |     2048    |     2048    |    5.195301006    |   10.745505552   |        9.77339071        | 106.83124114637678 |  88.11981632465202   |
| 200mb_s100000_a4000000_u8000000_n1024_m1024  |  200mb   |      100000     |      4000000       |     8000000     |     1024    |     1024    |    5.197652175    |    9.63181477    |        9.74163763        | 85.31087586675613  |   87.4238079426698   |
| 200mb_s100000_a4000000_u8000000_n1024_m2048  |  200mb   |      100000     |      4000000       |     8000000     |     1024    |     2048    |    5.196155123    |   10.66222476    |       9.781525172        | 105.19450454443258 |  88.24544187881438   |
| 200mb_s100000_a4000000_u8000000_n2048_m2048  |  200mb   |      100000     |      4000000       |     8000000     |     2048    |     2048    |    5.197626662    |   10.697053375   |       9.663650247        | 105.8064972847409  |  85.92428574470783   |
|  200mb_s10000_a1000000_u1000000_n1024_m1024  |  200mb   |      10000      |      1000000       |     1000000     |     1024    |     1024    |    5.197663218    |   10.206114218   |       9.684307446        | 96.35966760322717  |  86.32041053491744   |
|  200mb_s10000_a1000000_u1000000_n1024_m2048  |  200mb   |      10000      |      1000000       |     1000000     |     1024    |     2048    |    5.194368104    |   10.187010746   |       9.711310433        | 96.11645809536184  |  86.95845651604209   |
|  200mb_s10000_a1000000_u1000000_n2048_m2048  |  200mb   |      10000      |      1000000       |     1000000     |     2048    |     2048    |    5.192715135    |   10.839494804   |       9.707686687        | 108.74426041473964 |  86.94818480544284   |
|  200mb_s10000_a1000000_u2000000_n1024_m1024  |  200mb   |      10000      |      1000000       |     2000000     |     1024    |     1024    |    5.194789048    |   10.229694993   |       9.707307975        | 96.92224070077391  |   86.8662593476693   |
|  200mb_s10000_a1000000_u2000000_n1024_m2048  |  200mb   |      10000      |      1000000       |     2000000     |     1024    |     2048    |    5.194332355    |   10.198319235   |       9.718554229        | 96.33551605882946  |  87.09919898839435   |
|  200mb_s10000_a1000000_u2000000_n2048_m2048  |  200mb   |      10000      |      1000000       |     2000000     |     2048    |     2048    |    5.199672832    |   10.794104971   |       9.736959112        | 107.59200280007155 |  87.26099557796176   |
|  200mb_s10000_a1000000_u4000000_n1024_m1024  |  200mb   |      10000      |      1000000       |     4000000     |     1024    |     1024    |    5.193106226    |   10.204692941   |       9.743791012        | 96.50460623949499  |  87.62934143762304   |
|  200mb_s10000_a1000000_u4000000_n1024_m2048  |  200mb   |      10000      |      1000000       |     4000000     |     1024    |     2048    |     5.19269213    |   10.213594904   |       9.684534625        | 96.69170920017552  |  86.50315448222037   |
|  200mb_s10000_a1000000_u4000000_n2048_m2048  |  200mb   |      10000      |      1000000       |     4000000     |     2048    |     2048    |    5.198374488    |   10.815448047   |       9.802793769        | 108.05442301178054 |  88.57421279726782   |
|  200mb_s10000_a1000000_u8000000_n1024_m1024  |  200mb   |      10000      |      1000000       |     8000000     |     1024    |     1024    |    5.194447593    |   10.20914914    |       9.698502731        | 96.53965040975243  |  86.70903031286007   |
|  200mb_s10000_a1000000_u8000000_n1024_m2048  |  200mb   |      10000      |      1000000       |     8000000     |     1024    |     2048    |    5.194265607    |   10.17691535    |       9.725226727        | 95.92597144599578  |   87.2300622034787   |
|  200mb_s10000_a1000000_u8000000_n2048_m2048  |  200mb   |      10000      |      1000000       |     8000000     |     2048    |     2048    |    5.194834156    |   10.846422203   |       9.795175111        | 108.79246338350286 |  88.55606968100487   |
|  200mb_s10000_a2000000_u2000000_n1024_m1024  |  200mb   |      10000      |      2000000       |     2000000     |     1024    |     1024    |    5.197900251    |   9.798201565    |       9.736825814        | 88.50307031411326  |  87.32229061392196   |
|  200mb_s10000_a2000000_u2000000_n1024_m2048  |  200mb   |      10000      |      2000000       |     2000000     |     1024    |     2048    |    5.195719666    |   9.858931754    |       9.708754741        | 89.75103330757725  |  86.86063462069781   |
|  200mb_s10000_a2000000_u2000000_n2048_m2048  |  200mb   |      10000      |      2000000       |     2000000     |     2048    |     2048    |     5.19612108    |   10.094122911   |       9.719509081        | 94.26265777086162  |  87.05316776413531   |
|  200mb_s10000_a2000000_u4000000_n1024_m1024  |  200mb   |      10000      |      2000000       |     4000000     |     1024    |     1024    |    5.195999055    |   9.780394151    |       9.748633442        | 88.22932890237026  |  87.61807573115503   |
|  200mb_s10000_a2000000_u4000000_n1024_m2048  |  200mb   |      10000      |      2000000       |     4000000     |     1024    |     2048    |    5.192316542    |   9.825597229    |       9.761966938        | 89.23340188376363  |  88.00793170132577   |
|  200mb_s10000_a2000000_u4000000_n2048_m2048  |  200mb   |      10000      |      2000000       |     4000000     |     2048    |     2048    |    5.199614721    |   10.110792267   |       9.695301141        |  94.452720240308   |  86.46191422304807   |
|  200mb_s10000_a2000000_u8000000_n1024_m1024  |  200mb   |      10000      |      2000000       |     8000000     |     1024    |     1024    |    5.196801221    |   9.845814725    |       9.689149137        | 89.45913661684001  |   86.4444823836374   |
|  200mb_s10000_a2000000_u8000000_n1024_m2048  |  200mb   |      10000      |      2000000       |     8000000     |     1024    |     2048    |    5.194449031    |   9.843906126    |       9.657763042        |  89.5081858971464  |  85.92468583989074   |
|  200mb_s10000_a2000000_u8000000_n2048_m2048  |  200mb   |      10000      |      2000000       |     8000000     |     2048    |     2048    |    5.195827985    |   10.103856966   |       9.688899404        | 94.46095973864308  |  86.47459908163223   |
|  200mb_s10000_a4000000_u4000000_n1024_m1024  |  200mb   |      10000      |      4000000       |     4000000     |     1024    |     1024    |    5.196034213    |   9.592441999    |       9.753772604        | 84.61083214195534  |   87.7157117171584   |
|  200mb_s10000_a4000000_u4000000_n1024_m2048  |  200mb   |      10000      |      4000000       |     4000000     |     1024    |     2048    |    5.198091745    |   9.664769791    |       9.739453192        | 85.92918834679011  |  87.36593484269099   |
|  200mb_s10000_a4000000_u4000000_n2048_m2048  |  200mb   |      10000      |      4000000       |     4000000     |     2048    |     2048    |    5.194900694    |   9.702321755    |       9.757505694        | 86.76626034846008  |  87.82853164584479   |
|  200mb_s10000_a4000000_u8000000_n1024_m1024  |  200mb   |      10000      |      4000000       |     8000000     |     1024    |     1024    |    5.196691121    |   9.647042429    |       9.743309024        | 85.63817252897685  |  87.49063196438533   |
|  200mb_s10000_a4000000_u8000000_n1024_m2048  |  200mb   |      10000      |      4000000       |     8000000     |     1024    |     2048    |    5.197508243    |   9.691155789    |       9.721912215        | 86.45772812485755  |  87.04948141435781   |
|  200mb_s10000_a4000000_u8000000_n2048_m2048  |  200mb   |      10000      |      4000000       |     8000000     |     2048    |     2048    |    5.193657921    |   9.696549627    |       9.790677155        | 86.69981301219394  |  88.51216818520997   |
|  200mb_s1000_a1000000_u1000000_n1024_m1024   |  200mb   |       1000      |      1000000       |     1000000     |     1024    |     1024    |    5.197914597    |   10.186377324   |       9.743846535        |  95.9704634216021  |   87.4568416461422   |
|  200mb_s1000_a1000000_u1000000_n1024_m2048   |  200mb   |       1000      |      1000000       |     1000000     |     1024    |     2048    |    5.196882172    |   10.221717734   |       9.759364831        | 96.68942638478588  |  87.79269007833108   |
|  200mb_s1000_a1000000_u1000000_n2048_m2048   |  200mb   |       1000      |      1000000       |     1000000     |     2048    |     2048    |    5.195705425    |   10.791599162   |        9.70966432        | 107.7022902429077  |  86.87865315228105   |
|  200mb_s1000_a1000000_u2000000_n1024_m1024   |  200mb   |       1000      |      1000000       |     2000000     |     1024    |     1024    |    5.193456444    |   10.176048636   |       9.674940349        | 95.93980898321367  |  86.29096928650395   |
|  200mb_s1000_a1000000_u2000000_n1024_m2048   |  200mb   |       1000      |      1000000       |     2000000     |     1024    |     2048    |    5.192502802    |   10.195293648   |       9.883063483        | 96.34642554401842  |  90.33332979990564   |
|  200mb_s1000_a1000000_u2000000_n2048_m2048   |  200mb   |       1000      |      1000000       |     2000000     |     2048    |     2048    |    5.194920012    |   10.862944216   |        9.67289912        | 109.10705440906028 |   86.1991926277228   |
|  200mb_s1000_a1000000_u4000000_n1024_m1024   |  200mb   |       1000      |      1000000       |     4000000     |     1024    |     1024    |    5.194237568    |   10.170947477   |       9.752020667        | 95.81213496394318  |   87.7469125994354   |
|  200mb_s1000_a1000000_u4000000_n1024_m2048   |  200mb   |       1000      |      1000000       |     4000000     |     1024    |     2048    |    5.196091514    |   10.175450342   |       9.758113041        | 95.82892862036687  |  87.79717437055132   |
|  200mb_s1000_a1000000_u4000000_n2048_m2048   |  200mb   |       1000      |      1000000       |     4000000     |     2048    |     2048    |    5.192862303    |   10.788695099   |       9.679917286        | 107.76008431356243 |  86.40812563829694   |
|  200mb_s1000_a1000000_u8000000_n1024_m1024   |  200mb   |       1000      |      1000000       |     8000000     |     1024    |     1024    |     5.19306889    |   10.207442274   |       9.694574224        | 96.55896138131146  |  86.68295047401152   |
|  200mb_s1000_a1000000_u8000000_n1024_m2048   |  200mb   |       1000      |      1000000       |     8000000     |     1024    |     2048    |    5.195800982    |   10.18467609    |       9.700403926        | 96.01744033851834  |  86.69698781006929   |
|  200mb_s1000_a1000000_u8000000_n2048_m2048   |  200mb   |       1000      |      1000000       |     8000000     |     2048    |     2048    |    5.200767449    |   10.786086657   |       9.766296086        | 107.39413486126826 |  87.78567166808925   |
|  200mb_s1000_a2000000_u2000000_n1024_m1024   |  200mb   |       1000      |      2000000       |     2000000     |     1024    |     1024    |    5.194870707    |   9.853772186    |       9.741621781        | 89.68272247319284  |  87.52385440263855   |
|  200mb_s1000_a2000000_u2000000_n1024_m2048   |  200mb   |       1000      |      2000000       |     2000000     |     1024    |     2048    |    5.194348863    |   9.864501141    |       9.752141562        | 89.90832924731109  |   87.7452173354341   |
|  200mb_s1000_a2000000_u2000000_n2048_m2048   |  200mb   |       1000      |      2000000       |     2000000     |     2048    |     2048    |    5.194337409    |   10.075244512   |       9.757203504        |  93.9659232483255  |  87.84308249006162   |
|  200mb_s1000_a2000000_u4000000_n1024_m1024   |  200mb   |       1000      |      2000000       |     4000000     |     1024    |     1024    |    5.196018841    |   9.893269055    |       9.712746491        | 90.40094652728376  |  86.92669884797289   |
|  200mb_s1000_a2000000_u4000000_n1024_m2048   |  200mb   |       1000      |      2000000       |     4000000     |     1024    |     2048    |    5.193143301    |   9.816468406    |       9.716880551        |  89.0274894611463  |  87.10980975874286   |
|  200mb_s1000_a2000000_u4000000_n2048_m2048   |  200mb   |       1000      |      2000000       |     4000000     |     2048    |     2048    |     5.19282607    |   10.035476022   |        9.73020812        | 93.25654059505212  |  87.37789382574104   |
|  200mb_s1000_a2000000_u8000000_n1024_m1024   |  200mb   |       1000      |      2000000       |     8000000     |     1024    |     1024    |    5.196786454    |   9.827339612    |       9.678929662        | 89.10416464074319  |  86.24836228454348   |
|  200mb_s1000_a2000000_u8000000_n1024_m2048   |  200mb   |       1000      |      2000000       |     8000000     |     1024    |     2048    |    5.194521292    |   9.787601002    |       9.723086797        | 88.42161677292053  |  87.17965045160894   |
|  200mb_s1000_a2000000_u8000000_n2048_m2048   |  200mb   |       1000      |      2000000       |     8000000     |     2048    |     2048    |    5.193258691    |   10.053682064   |       9.678639749        | 93.59101216011426  |  86.36929767764579   |
|  200mb_s1000_a4000000_u4000000_n1024_m1024   |  200mb   |       1000      |      4000000       |     4000000     |     1024    |     1024    |    5.196643844    |   9.595902365    |       9.747432435        | 84.65576347086682  |  87.57168525709727   |
|  200mb_s1000_a4000000_u4000000_n1024_m2048   |  200mb   |       1000      |      4000000       |     4000000     |     1024    |     2048    |     5.19226688    |   9.583662872    |       9.678169284        | 84.57569869752149  |  86.39583649444461   |
|  200mb_s1000_a4000000_u4000000_n2048_m2048   |  200mb   |       1000      |      4000000       |     4000000     |     2048    |     2048    |    5.192843537    |   9.654556496    |       9.768852403        | 85.92041965465442  |  88.12144701443565   |
|  200mb_s1000_a4000000_u8000000_n1024_m1024   |  200mb   |       1000      |      4000000       |     8000000     |     1024    |     1024    |     5.1971021     |   9.637834361    |       9.750805202        | 85.44631557267269  |  87.62004313904089   |
|  200mb_s1000_a4000000_u8000000_n1024_m2048   |  200mb   |       1000      |      4000000       |     8000000     |     1024    |     2048    |    5.194638326    |   9.600892451    |       9.716294555        | 84.82311661518358  |  87.04467847873804   |
|  200mb_s1000_a4000000_u8000000_n2048_m2048   |  200mb   |       1000      |      4000000       |     8000000     |     2048    |     2048    |    5.197486625    |   9.720672341    |       9.636771772        | 87.02640415164129  |  85.41215143579133   |
|  2mb_s1000000_a1000000_u1000000_n1024_m1024  |   2mb    |     1000000     |      1000000       |     1000000     |     1024    |     1024    |    5.166219947    |   11.356366007   |       10.196384027       | 119.81963841076085 |  97.36643293557398   |
|  2mb_s1000000_a1000000_u1000000_n1024_m2048  |   2mb    |     1000000     |      1000000       |     1000000     |     1024    |     2048    |     5.16674386    |   11.350990343   |       10.142981911       | 119.69330492415776 |   96.3128458820097   |
|  2mb_s1000000_a1000000_u1000000_n2048_m2048  |   2mb    |     1000000     |      1000000       |     1000000     |     2048    |     2048    |    5.165516439    |   12.209871743   |       10.274168292       | 136.3727206599255  |  98.89915003327319   |
|  2mb_s1000000_a1000000_u2000000_n1024_m1024  |   2mb    |     1000000     |      1000000       |     2000000     |     1024    |     1024    |    5.165135289    |   11.390226435   |       10.56949072        | 120.5213570931501  |  104.63144000331333  |
|  2mb_s1000000_a1000000_u2000000_n1024_m2048  |   2mb    |     1000000     |      1000000       |     2000000     |     1024    |     2048    |     5.16479693    |   11.394553616   |       10.260851459       | 120.61958621865895 |   98.6690202551681   |
|  2mb_s1000000_a1000000_u2000000_n2048_m2048  |   2mb    |     1000000     |      1000000       |     2000000     |     2048    |     2048    |    5.165805756    |   12.066965754   |       10.349419036       | 133.59309900463086 |  100.34471919466421  |
|  2mb_s1000000_a1000000_u4000000_n1024_m1024  |   2mb    |     1000000     |      1000000       |     4000000     |     1024    |     1024    |    5.165332714    |   11.455318965   |       10.303767686       | 121.77310928978041 |   99.4792640960553   |
|  2mb_s1000000_a1000000_u4000000_n1024_m2048  |   2mb    |     1000000     |      1000000       |     4000000     |     1024    |     2048    |    5.163759206    |   11.429856487   |       10.27922711        |  121.347588666008  |  99.06480337146846   |
|  2mb_s1000000_a1000000_u4000000_n2048_m2048  |   2mb    |     1000000     |      1000000       |     4000000     |     2048    |     2048    |    5.166945685    |   12.628728486   |       10.293341511       | 144.41380374216183 |  99.21520640099392   |
|  2mb_s1000000_a1000000_u8000000_n1024_m1024  |   2mb    |     1000000     |      1000000       |     8000000     |     1024    |     1024    |    5.167204954    |   11.406919646   |       10.27410024        | 120.75609052762184 |   98.8328377036155   |
|  2mb_s1000000_a1000000_u8000000_n1024_m2048  |   2mb    |     1000000     |      1000000       |     8000000     |     1024    |     2048    |     5.17134838    |   11.401314037   |       10.270013997       | 120.47081726487743 |  98.59451041277552   |
|  2mb_s1000000_a1000000_u8000000_n2048_m2048  |   2mb    |     1000000     |      1000000       |     8000000     |     2048    |     2048    |    5.164977927    |   12.779813555   |       10.366589417       | 147.43210398234876 |  100.70926852965813  |
|  2mb_s1000000_a2000000_u2000000_n1024_m1024  |   2mb    |     1000000     |      2000000       |     2000000     |     1024    |     1024    |    5.165545332    |   11.022378707   |       10.288854548       |  113.382673049398  |  99.18234933031462   |
|  2mb_s1000000_a2000000_u2000000_n1024_m2048  |   2mb    |     1000000     |      2000000       |     2000000     |     1024    |     2048    |    5.162940619    |   11.040053579   |       10.264128417       | 113.83266618197767 |  98.80392153315218   |
|  2mb_s1000000_a2000000_u2000000_n2048_m2048  |   2mb    |     1000000     |      2000000       |     2000000     |     2048    |     2048    |    5.165193034    |   11.367095721   |       10.32564738        | 120.07107277841962 |  99.90825729128017   |
|  2mb_s1000000_a2000000_u4000000_n1024_m1024  |   2mb    |     1000000     |      2000000       |     4000000     |     1024    |     1024    |    5.166141957    |   11.078410217   |       10.196883798       | 114.44262099668046 |  97.37908642218909   |
|  2mb_s1000000_a2000000_u4000000_n1024_m2048  |   2mb    |     1000000     |      2000000       |     4000000     |     1024    |     2048    |    5.164456934    |   11.026527957   |       10.385931305       | 113.50798540708675 |  101.10403548192312  |
|  2mb_s1000000_a2000000_u4000000_n2048_m2048  |   2mb    |     1000000     |      2000000       |     4000000     |     2048    |     2048    |    5.162687209    |   12.017230656   |       10.408282656       | 132.7708452886827  |  101.60591247626756  |
|  2mb_s1000000_a2000000_u8000000_n1024_m1024  |   2mb    |     1000000     |      2000000       |     8000000     |     1024    |     1024    |     5.16685498    |   11.056673008   |       10.252169455       | 113.99232319851176 |  98.42185419727032   |
|  2mb_s1000000_a2000000_u8000000_n1024_m2048  |   2mb    |     1000000     |      2000000       |     8000000     |     1024    |     2048    |    5.161512985    |   11.013160362   |       10.294080332       | 113.37077701839786 |  99.43920245702918   |
|  2mb_s1000000_a2000000_u8000000_n2048_m2048  |   2mb    |     1000000     |      2000000       |     8000000     |     2048    |     2048    |    5.171871779    |   11.353075202   |       10.234688981       | 119.51579016514515 |  97.89139055142843   |
|  2mb_s1000000_a4000000_u4000000_n1024_m1024  |   2mb    |     1000000     |      4000000       |     4000000     |     1024    |     1024    |    5.165510424    |   10.675802567   |       10.206264806       | 106.67468828246042 |  97.58482643999017   |
|  2mb_s1000000_a4000000_u4000000_n1024_m2048  |   2mb    |     1000000     |      4000000       |     4000000     |     1024    |     2048    |    5.163767959    |   10.668436291   |       10.14495337        | 106.60177559694255 |  96.46416048417173   |
|  2mb_s1000000_a4000000_u4000000_n2048_m2048  |   2mb    |     1000000     |      4000000       |     4000000     |     2048    |     2048    |    5.167636987    |   10.735463025   |       10.547643452       | 107.74414015548572 |  104.10960519351977  |
|  2mb_s1000000_a4000000_u8000000_n1024_m1024  |   2mb    |     1000000     |      4000000       |     8000000     |     1024    |     1024    |    5.166396723    |   10.639914315   |       10.183250506       | 105.94458547158692 |   97.1054692851159   |
|  2mb_s1000000_a4000000_u8000000_n1024_m2048  |   2mb    |     1000000     |      4000000       |     8000000     |     1024    |     2048    |    5.167159888    |   10.732433343   |       10.330083009       | 107.70468837096688 |  99.91800588540258   |
|  2mb_s1000000_a4000000_u8000000_n2048_m2048  |   2mb    |     1000000     |      4000000       |     8000000     |     2048    |     2048    |    5.162272051    |   10.752267476   |       10.366175184       | 108.28556437503411 |  100.80644881921583  |
|  2mb_s100000_a1000000_u1000000_n1024_m1024   |   2mb    |      100000     |      1000000       |     1000000     |     1024    |     1024    |     5.16570925    |   10.192636824   |       10.227728425       | 97.31340520181232  |  97.99272336126933   |
|  2mb_s100000_a1000000_u1000000_n1024_m2048   |   2mb    |      100000     |      1000000       |     1000000     |     1024    |     2048    |    5.165976862    |   10.304236332   |       10.29703799        | 99.46346271498264  |  99.32412136305074   |
|  2mb_s100000_a1000000_u1000000_n2048_m2048   |   2mb    |      100000     |      1000000       |     1000000     |     2048    |     2048    |    5.163241866    |   11.092337593   |       10.246213907       | 114.83281010024255 |  98.44535996795777   |
|  2mb_s100000_a1000000_u2000000_n1024_m1024   |   2mb    |      100000     |      1000000       |     2000000     |     1024    |     1024    |    5.168221979    |   11.263668948   |       10.21922765        | 117.94088941550085 |  97.73198000247892   |
|  2mb_s100000_a1000000_u2000000_n1024_m2048   |   2mb    |      100000     |      1000000       |     2000000     |     1024    |     2048    |    5.167005976    |   11.245074499   |       10.282838963       | 117.63231068885453 |  99.00962009260894   |
|  2mb_s100000_a1000000_u2000000_n2048_m2048   |   2mb    |      100000     |      1000000       |     2000000     |     2048    |     2048    |    5.164079499    |   11.080058106   |       10.415963256       | 114.5601768552479  |  101.70028865777536  |
|  2mb_s100000_a1000000_u4000000_n1024_m1024   |   2mb    |      100000     |      1000000       |     4000000     |     1024    |     1024    |    5.166919278    |   10.27844146    |       10.373141778       | 98.92785056201917  |  100.76067033149421  |
|  2mb_s100000_a1000000_u4000000_n1024_m2048   |   2mb    |      100000     |      1000000       |     4000000     |     1024    |     2048    |    5.164595639    |   11.427910847   |       10.294921667       | 121.27406762889845 |   99.3364512268644   |
