+----------------------------------------------+----------+-----------------+--------------------+-----------------+-------------+-------------+------------------------+-----------------------+--------------------+
|                   Filename                   | CFG File | Sample Interval | Aggregate Interval | Update Interval | Min Regions | Max Regions | Time Elapsed - wo DAMO | Time Elapsed - w DAMO |     Overhead %     |
|     2mb_s1000_a10000_u1000000_n64_m2048      |   2mb    |       1000      |       10000        |     1000000     |      64     |     2048    |      5.160217414       |      12.885813936     | 149.71455468213338 |
|      2mb_s1000_a10000_u1000000_n64_m512      |   2mb    |       1000      |       10000        |     1000000     |      64     |     512     |      5.163971112       |      12.936723633     | 150.51890013361486 |
|      2mb_s1000_a10000_u1000000_n64_m64       |   2mb    |       1000      |       10000        |     1000000     |      64     |      64     |      5.162691834       |      12.25669451      | 137.40898942061472 |
|     2mb_s1000_a10000_u100000_n1024_m1024     |   2mb    |       1000      |       10000        |      100000     |     1024    |     1024    |      5.163049606       |      57.688860817     | 1017.3408202384798 |
|     2mb_s1000_a10000_u100000_n1024_m2048     |   2mb    |       1000      |       10000        |      100000     |     1024    |     2048    |       5.1629256        |      62.073237129     | 1102.2880424424477 |
|      2mb_s1000_a10000_u100000_n16_m1024      |   2mb    |       1000      |       10000        |      100000     |      16     |     1024    |      5.160666037       |      10.363129099     | 100.80991532295116 |
|       2mb_s1000_a10000_u100000_n16_m16       |   2mb    |       1000      |       10000        |      100000     |      16     |      16     |      5.161883783       |      10.15845765      | 96.79748861172685  |
|      2mb_s1000_a10000_u100000_n16_m2048      |   2mb    |       1000      |       10000        |      100000     |      16     |     2048    |      5.159537604       |      10.389764015     | 101.37006089354207 |
|      2mb_s1000_a10000_u100000_n16_m512       |   2mb    |       1000      |       10000        |      100000     |      16     |     512     |      5.160342271       |      10.399739789     | 101.53197681177608 |
|       2mb_s1000_a10000_u100000_n16_m64       |   2mb    |       1000      |       10000        |      100000     |      16     |      64     |       5.16302218       |      10.40675152      | 101.56317670515995 |
|     2mb_s1000_a10000_u100000_n2048_m2048     |   2mb    |       1000      |       10000        |      100000     |     2048    |     2048    |      5.161407052       |     114.153320492     | 2111.670564672216  |
|     2mb_s1000_a10000_u100000_n512_m1024      |   2mb    |       1000      |       10000        |      100000     |     512     |     1024    |      5.162746746       |      34.173676003     |  561.928188313268  |
|     2mb_s1000_a10000_u100000_n512_m2048      |   2mb    |       1000      |       10000        |      100000     |     512     |     2048    |      5.163245965       |      35.981654427     | 596.8805025154365  |
|      2mb_s1000_a10000_u100000_n512_m512      |   2mb    |       1000      |       10000        |      100000     |     512     |     512     |      5.161720571       |      34.245102863     | 563.4435628964231  |
|      2mb_s1000_a10000_u100000_n64_m1024      |   2mb    |       1000      |       10000        |      100000     |      64     |     1024    |      5.161253654       |      12.993903675     | 151.75867233205352 |
|      2mb_s1000_a10000_u100000_n64_m2048      |   2mb    |       1000      |       10000        |      100000     |      64     |     2048    |      5.163165209       |      12.820005989     | 148.29741970396827 |
|      2mb_s1000_a10000_u100000_n64_m512       |   2mb    |       1000      |       10000        |      100000     |      64     |     512     |      5.164468836       |      13.047781564     | 152.6451795593718  |
|       2mb_s1000_a10000_u100000_n64_m64       |   2mb    |       1000      |       10000        |      100000     |      64     |      64     |      5.162591791       |      12.212895257     | 136.56519344200072 |
|     2mb_s1000_a10000_u10000_n1024_m1024      |   2mb    |       1000      |       10000        |      10000      |     1024    |     1024    |      5.163784879       |      57.469276992     | 1012.9293403703776 |
|     2mb_s1000_a10000_u10000_n1024_m2048      |   2mb    |       1000      |       10000        |      10000      |     1024    |     2048    |       5.16126141       |      58.294920071     | 1029.4704034570495 |
|      2mb_s1000_a10000_u10000_n16_m1024       |   2mb    |       1000      |       10000        |      10000      |      16     |     1024    |       5.16230932       |      10.362223516     | 100.72845065394105 |
|       2mb_s1000_a10000_u10000_n16_m16        |   2mb    |       1000      |       10000        |      10000      |      16     |      16     |      5.164214244       |      10.144447738     | 96.43739122144756  |
|      2mb_s1000_a10000_u10000_n16_m2048       |   2mb    |       1000      |       10000        |      10000      |      16     |     2048    |      5.163440285       |      10.390521735     | 101.23253415334115 |
|       2mb_s1000_a10000_u10000_n16_m512       |   2mb    |       1000      |       10000        |      10000      |      16     |     512     |       5.16366198       |      10.417520442     | 101.7467541901339  |
|       2mb_s1000_a10000_u10000_n16_m64        |   2mb    |       1000      |       10000        |      10000      |      16     |      64     |      5.162598542       |      10.353404357     | 100.54637742544811 |
|     2mb_s1000_a10000_u10000_n2048_m2048      |   2mb    |       1000      |       10000        |      10000      |     2048    |     2048    |      5.163217897       |     117.080527751     | 2167.5883545226257 |
|      2mb_s1000_a10000_u10000_n512_m1024      |   2mb    |       1000      |       10000        |      10000      |     512     |     1024    |      5.162558189       |      34.065361109     | 559.8542788647684  |
|      2mb_s1000_a10000_u10000_n512_m2048      |   2mb    |       1000      |       10000        |      10000      |     512     |     2048    |      5.162957464       |      34.980833441     |  577.534798318842  |
|      2mb_s1000_a10000_u10000_n512_m512       |   2mb    |       1000      |       10000        |      10000      |     512     |     512     |      5.162959928       |      33.22818899      |  543.587969951023  |
|      2mb_s1000_a10000_u10000_n64_m1024       |   2mb    |       1000      |       10000        |      10000      |      64     |     1024    |      5.160737449       |      13.043181409     | 152.73871298233524 |
|      2mb_s1000_a10000_u10000_n64_m2048       |   2mb    |       1000      |       10000        |      10000      |      64     |     2048    |      5.163170139       |      12.976395012     | 151.3261167588264  |
|       2mb_s1000_a10000_u10000_n64_m512       |   2mb    |       1000      |       10000        |      10000      |      64     |     512     |      5.161130586       |      12.903011632     | 150.0035877216613  |
|       2mb_s1000_a10000_u10000_n64_m64        |   2mb    |       1000      |       10000        |      10000      |      64     |      64     |      5.161928408       |      12.269098143     | 137.68439182506387 |
|     2mb_s1000_a1000_u1000000_n1024_m1024     |   2mb    |       1000      |        1000        |     1000000     |     1024    |     1024    |      5.160860052       |     164.504947856     | 3087.549094501197  |
|     2mb_s1000_a1000_u1000000_n1024_m2048     |   2mb    |       1000      |        1000        |     1000000     |     1024    |     2048    |      5.162135035       |     159.377630369     |  2987.43628921749  |
|      2mb_s1000_a1000_u1000000_n16_m1024      |   2mb    |       1000      |        1000        |     1000000     |      16     |     1024    |      5.163073333       |      12.085745731     | 134.08045850818056 |
|       2mb_s1000_a1000_u1000000_n16_m16       |   2mb    |       1000      |        1000        |     1000000     |      16     |      16     |      5.161594409       |      11.506438718     | 122.92411619822026 |
|      2mb_s1000_a1000_u1000000_n16_m2048      |   2mb    |       1000      |        1000        |     1000000     |      16     |     2048    |      5.161579517       |      12.091131283     |  134.252543105789  |
|      2mb_s1000_a1000_u1000000_n16_m512       |   2mb    |       1000      |        1000        |     1000000     |      16     |     512     |      5.161924084       |      12.119812735     | 134.79254126512257 |
|       2mb_s1000_a1000_u1000000_n16_m64       |   2mb    |       1000      |        1000        |     1000000     |      16     |      64     |      5.162929038       |      12.014353207     | 132.70420954021256 |
|     2mb_s1000_a1000_u1000000_n2048_m2048     |   2mb    |       1000      |        1000        |     1000000     |     2048    |     2048    |       5.16251461       |     302.948003924     | 5768.225599539755  |
|     2mb_s1000_a1000_u1000000_n512_m1024      |   2mb    |       1000      |        1000        |     1000000     |     512     |     1024    |      5.162748569       |      82.854192726     | 1504.8465583527043 |
|     2mb_s1000_a1000_u1000000_n512_m2048      |   2mb    |       1000      |        1000        |     1000000     |     512     |     2048    |      5.163129979       |      86.894326637     | 1582.9777090723132 |
|      2mb_s1000_a1000_u1000000_n512_m512      |   2mb    |       1000      |        1000        |     1000000     |     512     |     512     |       5.16364258       |      83.404169367     | 1515.2196453341662 |
|      2mb_s1000_a1000_u1000000_n64_m1024      |   2mb    |       1000      |        1000        |     1000000     |      64     |     1024    |      5.160036539       |      19.551410075     | 278.90061295552385 |
|      2mb_s1000_a1000_u1000000_n64_m2048      |   2mb    |       1000      |        1000        |     1000000     |      64     |     2048    |      5.164567492       |      19.619333157     | 279.88337237127155 |
|      2mb_s1000_a1000_u1000000_n64_m512       |   2mb    |       1000      |        1000        |     1000000     |      64     |     512     |      5.164472665       |      19.613321365     | 279.77394086952734 |
|       2mb_s1000_a1000_u1000000_n64_m64       |   2mb    |       1000      |        1000        |     1000000     |      64     |      64     |       5.16054374       |      18.184665669     | 252.37886907242847 |
|     2mb_s1000_a1000_u100000_n1024_m1024      |   2mb    |       1000      |        1000        |      100000     |     1024    |     1024    |       5.16291002       |     176.300180298     |  3314.74439056755  |
|     2mb_s1000_a1000_u100000_n1024_m2048      |   2mb    |       1000      |        1000        |      100000     |     1024    |     2048    |      5.164536957       |     173.499416105     | 3259.4379815568814 |
|      2mb_s1000_a1000_u100000_n16_m1024       |   2mb    |       1000      |        1000        |      100000     |      16     |     1024    |      5.162286352       |      12.104368996     | 134.4768997812464  |
|       2mb_s1000_a1000_u100000_n16_m16        |   2mb    |       1000      |        1000        |      100000     |      16     |      16     |      5.159896222       |      11.526844109     | 123.39294460717159 |
|      2mb_s1000_a1000_u100000_n16_m2048       |   2mb    |       1000      |        1000        |      100000     |      16     |     2048    |      5.160939895       |      12.116448497     | 134.77212956381464 |
|       2mb_s1000_a1000_u100000_n16_m512       |   2mb    |       1000      |        1000        |      100000     |      16     |     512     |      5.163893208       |      11.992192285     | 132.23160901975027 |
|       2mb_s1000_a1000_u100000_n16_m64        |   2mb    |       1000      |        1000        |      100000     |      16     |      64     |      5.163143514       |      12.039646516     | 133.18442501848304 |
|     2mb_s1000_a1000_u100000_n2048_m2048      |   2mb    |       1000      |        1000        |      100000     |     2048    |     2048    |      5.161080071       |     288.694246235     | 5493.678886269695  |
|      2mb_s1000_a1000_u100000_n512_m1024      |   2mb    |       1000      |        1000        |      100000     |     512     |     1024    |      5.160563075       |      85.43022738      |  1555.44391451896  |
|      2mb_s1000_a1000_u100000_n512_m2048      |   2mb    |       1000      |        1000        |      100000     |     512     |     2048    |      5.163264846       |      88.306290518     | 1610.2800873445644 |
|      2mb_s1000_a1000_u100000_n512_m512       |   2mb    |       1000      |        1000        |      100000     |     512     |     512     |      5.165913316       |      83.50963629      | 1516.5512501216735 |
|      2mb_s1000_a1000_u100000_n64_m1024       |   2mb    |       1000      |        1000        |      100000     |      64     |     1024    |      5.161312685       |      19.640878588     |  280.540373868087  |
|      2mb_s1000_a1000_u100000_n64_m2048       |   2mb    |       1000      |        1000        |      100000     |      64     |     2048    |      5.163231367       |      19.358648587     | 274.9328126321789  |
|       2mb_s1000_a1000_u100000_n64_m512       |   2mb    |       1000      |        1000        |      100000     |      64     |     512     |      5.160949421       |      19.490971001     | 277.66250763262417 |
|       2mb_s1000_a1000_u100000_n64_m64        |   2mb    |       1000      |        1000        |      100000     |      64     |      64     |      5.164991972       |      18.254829212     | 253.43383515330663 |
|      2mb_s1000_a1000_u10000_n1024_m1024      |   2mb    |       1000      |        1000        |      10000      |     1024    |     1024    |      5.162060409       |      153.74889627     | 2878.4404692734774 |
|      2mb_s1000_a1000_u10000_n1024_m2048      |   2mb    |       1000      |        1000        |      10000      |     1024    |     2048    |      5.162970603       |     159.235037727     | 2984.1747894995715 |
|       2mb_s1000_a1000_u10000_n16_m1024       |   2mb    |       1000      |        1000        |      10000      |      16     |     1024    |      5.161840753       |      12.071529088     | 133.86093577149146 |
|        2mb_s1000_a1000_u10000_n16_m16        |   2mb    |       1000      |        1000        |      10000      |      16     |      16     |      5.162082112       |      11.644273219     | 125.57318861571802 |
|       2mb_s1000_a1000_u10000_n16_m2048       |   2mb    |       1000      |        1000        |      10000      |      16     |     2048    |      5.159956127       |      12.073884338     | 133.99199607186893 |
|       2mb_s1000_a1000_u10000_n16_m512        |   2mb    |       1000      |        1000        |      10000      |      16     |     512     |      5.163518408       |      12.075130205     | 133.85469462627702 |
|        2mb_s1000_a1000_u10000_n16_m64        |   2mb    |       1000      |        1000        |      10000      |      16     |      64     |      5.162124322       |      12.02575921      | 132.96144106310038 |
|      2mb_s1000_a1000_u10000_n2048_m2048      |   2mb    |       1000      |        1000        |      10000      |     2048    |     2048    |      5.162109005       |     267.239395917     | 5076.942130787105  |
|      2mb_s1000_a1000_u10000_n512_m1024       |   2mb    |       1000      |        1000        |      10000      |     512     |     1024    |      5.161380589       |      82.538698629     | 1499.1593180496614 |
|      2mb_s1000_a1000_u10000_n512_m2048       |   2mb    |       1000      |        1000        |      10000      |     512     |     2048    |      5.161746352       |      94.572479434     | 1732.1799054956741 |
|       2mb_s1000_a1000_u10000_n512_m512       |   2mb    |       1000      |        1000        |      10000      |     512     |     512     |      5.164757465       |      82.315703745     | 1493.7961134250475 |
|       2mb_s1000_a1000_u10000_n64_m1024       |   2mb    |       1000      |        1000        |      10000      |      64     |     1024    |      5.160704361       |      19.541729995     | 278.66400839929844 |
|       2mb_s1000_a1000_u10000_n64_m2048       |   2mb    |       1000      |        1000        |      10000      |      64     |     2048    |      5.162777848       |      19.440941701     | 276.55971791486616 |
|       2mb_s1000_a1000_u10000_n64_m512        |   2mb    |       1000      |        1000        |      10000      |      64     |     512     |      5.161037034       |      19.375553988     | 275.4197821166032  |
|        2mb_s1000_a1000_u10000_n64_m64        |   2mb    |       1000      |        1000        |      10000      |      64     |      64     |      5.162967528       |      18.357002586     | 255.5513856410216  |
|      2mb_s1000_a1000_u1000_n1024_m1024       |   2mb    |       1000      |        1000        |       1000      |     1024    |     1024    |      5.161295022       |     175.208929895     | 3294.6699258262242 |
|      2mb_s1000_a1000_u1000_n1024_m2048       |   2mb    |       1000      |        1000        |       1000      |     1024    |     2048    |      5.161790045       |     158.128754638     | 2963.448014340924  |
|       2mb_s1000_a1000_u1000_n16_m1024        |   2mb    |       1000      |        1000        |       1000      |      16     |     1024    |      5.163868034       |      12.037894183     | 133.1177734159734  |
|        2mb_s1000_a1000_u1000_n16_m16         |   2mb    |       1000      |        1000        |       1000      |      16     |      16     |      5.160045011       |      11.653818782     | 125.84723112214726 |
|       2mb_s1000_a1000_u1000_n16_m2048        |   2mb    |       1000      |        1000        |       1000      |      16     |     2048    |       5.16267582       |      12.089258582     | 134.16652533491828 |
|        2mb_s1000_a1000_u1000_n16_m512        |   2mb    |       1000      |        1000        |       1000      |      16     |     512     |      5.163642124       |      12.020755183     | 132.79605546497785 |
|        2mb_s1000_a1000_u1000_n16_m64         |   2mb    |       1000      |        1000        |       1000      |      16     |      64     |      5.160866363       |      11.951381505     | 131.57703889958293 |
|      2mb_s1000_a1000_u1000_n2048_m2048       |   2mb    |       1000      |        1000        |       1000      |     2048    |     2048    |      5.161900052       |     261.807945069     | 4971.929762908939  |
|       2mb_s1000_a1000_u1000_n512_m1024       |   2mb    |       1000      |        1000        |       1000      |     512     |     1024    |      5.164797189       |      87.779411574     | 1599.5713163907546 |
|       2mb_s1000_a1000_u1000_n512_m2048       |   2mb    |       1000      |        1000        |       1000      |     512     |     2048    |       5.16249526       |      86.347849004     | 1572.5990951127767 |
|       2mb_s1000_a1000_u1000_n512_m512        |   2mb    |       1000      |        1000        |       1000      |     512     |     512     |      5.162039839       |      85.53878607      | 1557.0733418936713 |
|       2mb_s1000_a1000_u1000_n64_m1024        |   2mb    |       1000      |        1000        |       1000      |      64     |     1024    |      5.160496299       |      19.533979498     | 278.52908647149485 |
|       2mb_s1000_a1000_u1000_n64_m2048        |   2mb    |       1000      |        1000        |       1000      |      64     |     2048    |      5.160905392       |      19.365460952     | 275.2337909937024  |
|        2mb_s1000_a1000_u1000_n64_m512        |   2mb    |       1000      |        1000        |       1000      |      64     |     512     |      5.163032073       |      19.619553142     | 280.0006055472745  |
|        2mb_s1000_a1000_u1000_n64_m64         |   2mb    |       1000      |        1000        |       1000      |      64     |      64     |      5.163308737       |      18.206940965     | 252.62158225267478 |
|   demo_s10000_a10000_u1000000_n1024_m1024    |   demo   |      10000      |       10000        |     1000000     |     1024    |     1024    |      40.243186529      |     397.058301944     | 886.6472717260406  |
|   demo_s10000_a10000_u1000000_n1024_m2048    |   demo   |      10000      |       10000        |     1000000     |     1024    |     2048    |      40.249366829      |      396.03529418     | 883.9540976198742  |
|    demo_s10000_a10000_u1000000_n16_m1024     |   demo   |      10000      |       10000        |     1000000     |      16     |     1024    |      40.243354348      |      49.979109491     | 24.19220589519236  |
|     demo_s10000_a10000_u1000000_n16_m16      |   demo   |      10000      |       10000        |     1000000     |      16     |      16     |      40.246929004      |      48.644365838     | 20.86478904555775  |
|    demo_s10000_a10000_u1000000_n16_m2048     |   demo   |      10000      |       10000        |     1000000     |      16     |     2048    |      40.255987413      |      49.167744475     | 22.137718224549367 |
|     demo_s10000_a10000_u1000000_n16_m512     |   demo   |      10000      |       10000        |     1000000     |      16     |     512     |      40.247745828      |      49.102713878     | 22.001152779691033 |
|     demo_s10000_a10000_u1000000_n16_m64      |   demo   |      10000      |       10000        |     1000000     |      16     |      64     |      40.258650006      |      49.586525231     | 23.16986591356095  |
|    demo_s10000_a10000_u1000000_n512_m1024    |   demo   |      10000      |       10000        |     1000000     |     512     |     1024    |      40.255190893      |     245.335576593     | 509.4507842357831  |
|    demo_s10000_a10000_u1000000_n512_m2048    |   demo   |      10000      |       10000        |     1000000     |     512     |     2048    |      40.255814251      |     230.137112724     | 471.68664205639095 |
|    demo_s10000_a10000_u1000000_n512_m512     |   demo   |      10000      |       10000        |     1000000     |     512     |     512     |      40.243177679      |      248.71260806     | 518.0242774163062  |
|    demo_s10000_a10000_u1000000_n64_m1024     |   demo   |      10000      |       10000        |     1000000     |      64     |     1024    |      40.247301062      |      64.38463782      | 59.972559950832505 |
|    demo_s10000_a10000_u1000000_n64_m2048     |   demo   |      10000      |       10000        |     1000000     |      64     |     2048    |      40.266073863      |      64.17892328      | 59.38708973305994  |
|     demo_s10000_a10000_u1000000_n64_m512     |   demo   |      10000      |       10000        |     1000000     |      64     |     512     |      40.24805221       |      64.753232079     | 60.88538084064468  |
|     demo_s10000_a10000_u1000000_n64_m64      |   demo   |      10000      |       10000        |     1000000     |      64     |      64     |      40.251593448      |      61.270337165     | 52.21841402167985  |
|    demo_s10000_a10000_u100000_n1024_m1024    |   demo   |      10000      |       10000        |      100000     |     1024    |     1024    |      40.245477496      |      398.56278921     | 890.3293835925123  |
|    demo_s10000_a10000_u100000_n1024_m2048    |   demo   |      10000      |       10000        |      100000     |     1024    |     2048    |      40.261949235      |     398.444688328     | 889.6308944268131  |
|     demo_s10000_a10000_u100000_n16_m1024     |   demo   |      10000      |       10000        |      100000     |      16     |     1024    |      40.245075271      |      49.639312984     | 23.34257707245326  |
|      demo_s10000_a10000_u100000_n16_m16      |   demo   |      10000      |       10000        |      100000     |      16     |      16     |      40.256829015      |      48.602421696     | 20.730874450867375 |
|     demo_s10000_a10000_u100000_n16_m2048     |   demo   |      10000      |       10000        |      100000     |      16     |     2048    |      40.258264815      |      49.692631092     | 23.434607329337283 |
|     demo_s10000_a10000_u100000_n16_m512      |   demo   |      10000      |       10000        |      100000     |      16     |     512     |      40.248478122      |      49.361096359     | 22.640901376141727 |
|      demo_s10000_a10000_u100000_n16_m64      |   demo   |      10000      |       10000        |      100000     |      16     |      64     |      40.251246042      |      49.296675994     |  22.4724222016918  |
|    demo_s10000_a10000_u100000_n2048_m2048    |   demo   |      10000      |       10000        |      100000     |     2048    |     2048    |      40.249216703      |     595.152080917     | 1378.6674863976668 |
|    demo_s10000_a10000_u100000_n512_m1024     |   demo   |      10000      |       10000        |      100000     |     512     |     1024    |      40.254633738      |     261.053535251     | 548.5055532987446  |
|    demo_s10000_a10000_u100000_n512_m2048     |   demo   |      10000      |       10000        |      100000     |     512     |     2048    |      40.248785306      |     227.432717378     | 465.0672825251597  |
|     demo_s10000_a10000_u100000_n512_m512     |   demo   |      10000      |       10000        |      100000     |     512     |     512     |      40.254619967      |     245.111819799     | 508.90357429765373 |
|     demo_s10000_a10000_u100000_n64_m1024     |   demo   |      10000      |       10000        |      100000     |      64     |     1024    |      40.248271544      |      64.433918986     | 60.09114556772928  |
|     demo_s10000_a10000_u100000_n64_m2048     |   demo   |      10000      |       10000        |      100000     |      64     |     2048    |      40.259596218      |      64.866326873     | 61.12016256138798  |
|     demo_s10000_a10000_u100000_n64_m512      |   demo   |      10000      |       10000        |      100000     |      64     |     512     |      40.241425071      |      64.39233606      | 60.01504903563757  |
|      demo_s10000_a10000_u100000_n64_m64      |   demo   |      10000      |       10000        |      100000     |      64     |      64     |      40.252982849      |      60.782263607     | 51.00064468516774  |
|    demo_s10000_a10000_u10000_n1024_m1024     |   demo   |      10000      |       10000        |      10000      |     1024    |     1024    |      40.249856532      |     392.560534769     | 875.3091528584731  |
|    demo_s10000_a10000_u10000_n1024_m2048     |   demo   |      10000      |       10000        |      10000      |     1024    |     2048    |      40.237956721      |     390.869827919     | 871.3958157199538  |
|     demo_s10000_a10000_u10000_n16_m1024      |   demo   |      10000      |       10000        |      10000      |      16     |     1024    |      40.257545359      |      49.884314738     |  23.9129566722275  |
|      demo_s10000_a10000_u10000_n16_m16       |   demo   |      10000      |       10000        |      10000      |      16     |      16     |      40.25442641       |      48.300376273     | 19.987739437770806 |
|     demo_s10000_a10000_u10000_n16_m2048      |   demo   |      10000      |       10000        |      10000      |      16     |     2048    |      40.25028336       |      49.581736751     | 23.183571920572945 |
|      demo_s10000_a10000_u10000_n16_m512      |   demo   |      10000      |       10000        |      10000      |      16     |     512     |      40.250303806      |      49.785845276     | 23.690607444753173 |
|      demo_s10000_a10000_u10000_n16_m64       |   demo   |      10000      |       10000        |      10000      |      16     |      64     |      40.252788452      |      49.264353387     | 22.387430241624052 |
|    demo_s10000_a10000_u10000_n2048_m2048     |   demo   |      10000      |       10000        |      10000      |     2048    |     2048    |      40.240537132      |     593.653932313     | 1375.263439863271  |
|     demo_s10000_a10000_u10000_n512_m1024     |   demo   |      10000      |       10000        |      10000      |     512     |     1024    |      40.242886338      |     248.383005387     | 517.2097182613373  |
|     demo_s10000_a10000_u10000_n512_m2048     |   demo   |      10000      |       10000        |      10000      |     512     |     2048    |      40.245585598      |     227.896008568     | 466.26336822224124 |
|     demo_s10000_a10000_u10000_n512_m512      |   demo   |      10000      |       10000        |      10000      |     512     |     512     |      40.242344603      |     246.789382424     | 513.2579621258009  |
|     demo_s10000_a10000_u10000_n64_m1024      |   demo   |      10000      |       10000        |      10000      |      64     |     1024    |      40.247893204      |      64.186283427     | 59.47737463341537  |
|     demo_s10000_a10000_u10000_n64_m2048      |   demo   |      10000      |       10000        |      10000      |      64     |     2048    |      40.25223165       |      64.270478798     | 59.66935537100836  |
|      demo_s10000_a10000_u10000_n64_m512      |   demo   |      10000      |       10000        |      10000      |      64     |     512     |      40.264377654      |      64.652021117     | 60.56878283968026  |
|      demo_s10000_a10000_u10000_n64_m64       |   demo   |      10000      |       10000        |      10000      |      64     |      64     |      40.245117758      |      61.084047975     | 51.78002047927316  |
|   demo_s1000_a1000000_u1000000_n1024_m1024   |   demo   |       1000      |      1000000       |     1000000     |     1024    |     1024    |      40.250503717      |      48.080267227     | 19.452585152848805 |
|   demo_s1000_a1000000_u1000000_n1024_m2048   |   demo   |       1000      |      1000000       |     1000000     |     1024    |     2048    |      40.262413332      |      48.215476082     | 19.753070151110435 |
|    demo_s1000_a1000000_u1000000_n16_m1024    |   demo   |       1000      |      1000000       |     1000000     |      16     |     1024    |      40.245573452      |      43.598176411     | 8.330364488404097  |
|     demo_s1000_a1000000_u1000000_n16_m16     |   demo   |       1000      |      1000000       |     1000000     |      16     |      16     |      40.252434461      |      44.605169342     | 10.81359410750002  |
|    demo_s1000_a1000000_u1000000_n16_m2048    |   demo   |       1000      |      1000000       |     1000000     |      16     |     2048    |      40.246700601      |      44.57671227      | 10.758674883506883 |
|    demo_s1000_a1000000_u1000000_n16_m512     |   demo   |       1000      |      1000000       |     1000000     |      16     |     512     |      40.255343858      |      44.598404417     | 10.788780178651713 |
|     demo_s1000_a1000000_u1000000_n16_m64     |   demo   |       1000      |      1000000       |     1000000     |      16     |      64     |      40.248583482      |      43.567163582     | 8.245209676718526  |
|   demo_s1000_a1000000_u1000000_n2048_m2048   |   demo   |       1000      |      1000000       |     1000000     |     2048    |     2048    |      40.242188915      |      53.074071036     | 31.88664053067204  |
|   demo_s1000_a1000000_u1000000_n512_m1024    |   demo   |       1000      |      1000000       |     1000000     |     512     |     1024    |      40.249666859      |       47.0254891      | 16.83448030697153  |
|   demo_s1000_a1000000_u1000000_n512_m2048    |   demo   |       1000      |      1000000       |     1000000     |     512     |     2048    |      40.257250155      |      45.881498777     | 13.970771973607981 |
|    demo_s1000_a1000000_u1000000_n512_m512    |   demo   |       1000      |      1000000       |     1000000     |     512     |     512     |       40.2600321       |      45.898106953     | 14.004148926150526 |
|    demo_s1000_a1000000_u1000000_n64_m1024    |   demo   |       1000      |      1000000       |     1000000     |      64     |     1024    |      40.243997246      |      43.845328834     | 8.948742258345002  |
|    demo_s1000_a1000000_u1000000_n64_m2048    |   demo   |       1000      |      1000000       |     1000000     |      64     |     2048    |      40.253535989      |      43.835189665     | 8.897736777655393  |
|    demo_s1000_a1000000_u1000000_n64_m512     |   demo   |       1000      |      1000000       |     1000000     |      64     |     512     |      40.248486084      |      43.845917408     | 8.938053760561413  |
|     demo_s1000_a1000000_u1000000_n64_m64     |   demo   |       1000      |      1000000       |     1000000     |      64     |      64     |      40.247738451      |      44.779449186     | 11.259541304456597 |
|   demo_s1000_a100000_u1000000_n1024_m1024    |   demo   |       1000      |       100000       |     1000000     |     1024    |     1024    |      40.246625295      |      92.519332363     | 129.88096936041504 |
|   demo_s1000_a100000_u1000000_n1024_m2048    |   demo   |       1000      |       100000       |     1000000     |     1024    |     2048    |      40.25229129       |      118.41275172     | 194.17642555274273 |
|    demo_s1000_a100000_u1000000_n16_m1024     |   demo   |       1000      |       100000       |     1000000     |      16     |     1024    |      40.248998103      |      45.497430974     | 13.039909360150759 |
|     demo_s1000_a100000_u1000000_n16_m16      |   demo   |       1000      |       100000       |     1000000     |      16     |      16     |      40.253425139      |      45.20193776      | 12.293395168019067 |
|    demo_s1000_a100000_u1000000_n16_m2048     |   demo   |       1000      |       100000       |     1000000     |      16     |     2048    |      40.248346819      |      45.438918953     | 12.896361078735517 |
|     demo_s1000_a100000_u1000000_n16_m512     |   demo   |       1000      |       100000       |     1000000     |      16     |     512     |      40.238782633      |      45.441342183     | 12.929217062678635 |
|     demo_s1000_a100000_u1000000_n16_m64      |   demo   |       1000      |       100000       |     1000000     |      16     |      64     |      40.262349688      |      45.500915282     | 13.011077680747803 |
|   demo_s1000_a100000_u1000000_n2048_m2048    |   demo   |       1000      |       100000       |     1000000     |     2048    |     2048    |      40.24180016       |     139.282384296     | 246.11370202679325 |
|    demo_s1000_a100000_u1000000_n512_m1024    |   demo   |       1000      |       100000       |     1000000     |     512     |     1024    |      40.255453481      |      67.383352581     | 67.38937647989476  |
|    demo_s1000_a100000_u1000000_n512_m2048    |   demo   |       1000      |       100000       |     1000000     |     512     |     2048    |      40.25982434       |      68.623330944     | 70.45114346368258  |
|    demo_s1000_a100000_u1000000_n512_m512     |   demo   |       1000      |       100000       |     1000000     |     512     |     512     |      40.259759366      |      67.492508506     | 67.64260285916781  |
|    demo_s1000_a100000_u1000000_n64_m1024     |   demo   |       1000      |       100000       |     1000000     |      64     |     1024    |      40.243984416      |      46.881805825     | 16.49394687261872  |
|    demo_s1000_a100000_u1000000_n64_m2048     |   demo   |       1000      |       100000       |     1000000     |      64     |     2048    |      40.252464487      |      46.709721755     | 16.041892963064274 |
|     demo_s1000_a100000_u1000000_n64_m512     |   demo   |       1000      |       100000       |     1000000     |      64     |     512     |      40.242256845      |      46.812559276     | 16.326873654990713 |
|     demo_s1000_a100000_u1000000_n64_m64      |   demo   |       1000      |       100000       |     1000000     |      64     |      64     |      40.266475954      |      47.336106773     | 17.55711333436844  |
