+----------------------------------------------+----------+-----------------+--------------------+-----------------+-------------+-------------+------------------------+-----------------------+--------------------+
|                   Filename                   | CFG File | Sample Interval | Aggregate Interval | Update Interval | Min Regions | Max Regions | Time Elapsed - wo DAMO | Time Elapsed - w DAMO |     Overhead %     |
|     100mb_s1000_a10000_u10000_n64_m2048      |  100mb   |       1000      |       10000        |      10000      |      64     |     2048    |       5.1803548        |      29.411138913     | 467.74371734152265 |
|      100mb_s1000_a10000_u10000_n64_m512      |  100mb   |       1000      |       10000        |      10000      |      64     |     512     |      5.179815864       |      19.495524791     | 276.3748616334984  |
|      100mb_s1000_a10000_u10000_n64_m64       |  100mb   |       1000      |       10000        |      10000      |      64     |      64     |      5.177409131       |      12.227852093     | 136.17704885992327 |
|    100mb_s1000_a1000_u1000000_n1024_m1024    |  100mb   |       1000      |        1000        |     1000000     |     1024    |     1024    |      5.175087885       |     152.934452521     | 2855.204934089733  |
|    100mb_s1000_a1000_u1000000_n1024_m2048    |  100mb   |       1000      |        1000        |     1000000     |     1024    |     2048    |      5.177603444       |     155.094660478     | 2895.4912954511706 |
|     100mb_s1000_a1000_u1000000_n16_m1024     |  100mb   |       1000      |        1000        |     1000000     |      16     |     1024    |      5.178143002       |      19.071662861     | 268.3108568773358  |
|      100mb_s1000_a1000_u1000000_n16_m16      |  100mb   |       1000      |        1000        |     1000000     |      16     |      16     |      5.178273091       |      11.486695368     | 121.8248278169074  |
|     100mb_s1000_a1000_u1000000_n16_m2048     |  100mb   |       1000      |        1000        |     1000000     |      16     |     2048    |      5.176282878       |      21.946247315     | 323.9769701975704  |
|     100mb_s1000_a1000_u1000000_n16_m512      |  100mb   |       1000      |        1000        |     1000000     |      16     |     512     |      5.176786169       |      19.219128376     | 271.2559829318305  |
|      100mb_s1000_a1000_u1000000_n16_m64      |  100mb   |       1000      |        1000        |     1000000     |      16     |      64     |      5.175476879       |      13.613102795     | 163.03088803732246 |
|    100mb_s1000_a1000_u1000000_n2048_m2048    |  100mb   |       1000      |        1000        |     1000000     |     2048    |     2048    |      5.175671654       |      278.08131915     | 5272.854727658116  |
|    100mb_s1000_a1000_u1000000_n512_m1024     |  100mb   |       1000      |        1000        |     1000000     |     512     |     1024    |       5.17840056       |      82.897158078     | 1500.8255274481894 |
|    100mb_s1000_a1000_u1000000_n512_m2048     |  100mb   |       1000      |        1000        |     1000000     |     512     |     2048    |      5.179271149       |     112.199886951     | 2066.3257961047907 |
|     100mb_s1000_a1000_u1000000_n512_m512     |  100mb   |       1000      |        1000        |     1000000     |     512     |     512     |      5.175445393       |      82.733613871     | 1498.5795924520924 |
|     100mb_s1000_a1000_u1000000_n64_m1024     |  100mb   |       1000      |        1000        |     1000000     |      64     |     1024    |      5.175889367       |      28.403057952     | 448.75705290553213 |
|     100mb_s1000_a1000_u1000000_n64_m2048     |  100mb   |       1000      |        1000        |     1000000     |      64     |     2048    |      5.177732407       |      29.827945278     | 476.0812443237568  |
|     100mb_s1000_a1000_u1000000_n64_m512      |  100mb   |       1000      |        1000        |     1000000     |      64     |     512     |       5.17793484       |      28.55151614      | 451.40740511906483 |
|      100mb_s1000_a1000_u1000000_n64_m64      |  100mb   |       1000      |        1000        |     1000000     |      64     |      64     |      5.175025092       |      18.319225456     | 253.9929783977171  |
|    100mb_s1000_a1000_u100000_n1024_m1024     |  100mb   |       1000      |        1000        |      100000     |     1024    |     1024    |      5.175690984       |     153.462695965     | 2865.066817926547  |
|    100mb_s1000_a1000_u100000_n1024_m2048     |  100mb   |       1000      |        1000        |      100000     |     1024    |     2048    |      5.178716269       |     159.116102369     |  2972.50086901797  |
|     100mb_s1000_a1000_u100000_n16_m1024      |  100mb   |       1000      |        1000        |      100000     |      16     |     1024    |      5.175241447       |      19.265722699     | 272.2671279456539  |
|      100mb_s1000_a1000_u100000_n16_m16       |  100mb   |       1000      |        1000        |      100000     |      16     |      16     |      5.174848197       |      11.650839281     | 125.14359527984429 |
|     100mb_s1000_a1000_u100000_n16_m2048      |  100mb   |       1000      |        1000        |      100000     |      16     |     2048    |      5.179765421       |      19.274434701     | 272.1101851998328  |
|      100mb_s1000_a1000_u100000_n16_m512      |  100mb   |       1000      |        1000        |      100000     |      16     |     512     |      5.176225181       |      19.954458006     | 285.50212381110083 |
|      100mb_s1000_a1000_u100000_n16_m64       |  100mb   |       1000      |        1000        |      100000     |      16     |      64     |      5.177112669       |      13.570008818     |  162.115385265918  |
|    100mb_s1000_a1000_u100000_n2048_m2048     |  100mb   |       1000      |        1000        |      100000     |     2048    |     2048    |      5.175896439       |      283.43633232     | 5376.081982327314  |
|     100mb_s1000_a1000_u100000_n512_m1024     |  100mb   |       1000      |        1000        |      100000     |     512     |     1024    |      5.176205632       |      82.517535397     | 1494.170349162048  |
|     100mb_s1000_a1000_u100000_n512_m2048     |  100mb   |       1000      |        1000        |      100000     |     512     |     2048    |      5.176544297       |     119.406543493     | 2206.6844721526004 |
|     100mb_s1000_a1000_u100000_n512_m512      |  100mb   |       1000      |        1000        |      100000     |     512     |     512     |      5.178299912       |      82.522691735     | 1493.6251885250017 |
|     100mb_s1000_a1000_u100000_n64_m1024      |  100mb   |       1000      |        1000        |      100000     |      64     |     1024    |      5.176486131       |      28.53231841      | 451.19085974423524 |
|     100mb_s1000_a1000_u100000_n64_m2048      |  100mb   |       1000      |        1000        |      100000     |      64     |     2048    |      5.179003352       |      29.875901069     | 476.8658376608829  |
|      100mb_s1000_a1000_u100000_n64_m512      |  100mb   |       1000      |        1000        |      100000     |      64     |     512     |      5.176456394       |      28.000641576     | 440.9229682385692  |
|      100mb_s1000_a1000_u100000_n64_m64       |  100mb   |       1000      |        1000        |      100000     |      64     |      64     |      5.177173739       |      18.268757497     | 252.87124632075245 |
|     100mb_s1000_a1000_u10000_n1024_m1024     |  100mb   |       1000      |        1000        |      10000      |     1024    |     1024    |      5.177043433       |     147.475380377     | 2748.6409721222058 |
|     100mb_s1000_a1000_u10000_n1024_m2048     |  100mb   |       1000      |        1000        |      10000      |     1024    |     2048    |      5.176942425       |     156.460752767     | 2922.2617893418046 |
|      100mb_s1000_a1000_u10000_n16_m1024      |  100mb   |       1000      |        1000        |      10000      |      16     |     1024    |      5.173145893       |       18.8843936      | 265.0466078204611  |
|       100mb_s1000_a1000_u10000_n16_m16       |  100mb   |       1000      |        1000        |      10000      |      16     |      16     |      5.176735836       |      11.503706764     | 122.21931210012782 |
|      100mb_s1000_a1000_u10000_n16_m2048      |  100mb   |       1000      |        1000        |      10000      |      16     |     2048    |      5.177868359       |      19.593894931     | 278.4162433744099  |
|      100mb_s1000_a1000_u10000_n16_m512       |  100mb   |       1000      |        1000        |      10000      |      16     |     512     |      5.177765443       |      19.454337024     | 275.7284341704005  |
|       100mb_s1000_a1000_u10000_n16_m64       |  100mb   |       1000      |        1000        |      10000      |      16     |      64     |      5.176879401       |      13.520764013     | 161.17595110267087 |
|     100mb_s1000_a1000_u10000_n2048_m2048     |  100mb   |       1000      |        1000        |      10000      |     2048    |     2048    |      5.176925056       |     263.444976169     | 4988.831175248907  |
|     100mb_s1000_a1000_u10000_n512_m1024      |  100mb   |       1000      |        1000        |      10000      |     512     |     1024    |      5.175758873       |      83.643096592     | 1516.0547398823924 |
|     100mb_s1000_a1000_u10000_n512_m2048      |  100mb   |       1000      |        1000        |      10000      |     512     |     2048    |      5.177594653       |      116.07005675     | 2141.7756608804193 |
|      100mb_s1000_a1000_u10000_n512_m512      |  100mb   |       1000      |        1000        |      10000      |     512     |     512     |      5.175275416       |      76.256132259     | 1373.4700306624222 |
|      100mb_s1000_a1000_u10000_n64_m1024      |  100mb   |       1000      |        1000        |      10000      |      64     |     1024    |      5.177261127       |      28.448898931     | 449.49708413654827 |
|      100mb_s1000_a1000_u10000_n64_m2048      |  100mb   |       1000      |        1000        |      10000      |      64     |     2048    |      5.177191514       |      28.68490307      | 454.06300872647216 |
|      100mb_s1000_a1000_u10000_n64_m512       |  100mb   |       1000      |        1000        |      10000      |      64     |     512     |      5.177900803       |      28.064837931     | 442.01188857730995 |
|       100mb_s1000_a1000_u10000_n64_m64       |  100mb   |       1000      |        1000        |      10000      |      64     |      64     |      5.175626889       |      17.748545826     | 242.92552779880268 |
|     100mb_s1000_a1000_u1000_n1024_m1024      |  100mb   |       1000      |        1000        |       1000      |     1024    |     1024    |      5.174966011       |     147.049502957     | 2741.5549521374423 |
|     100mb_s1000_a1000_u1000_n1024_m2048      |  100mb   |       1000      |        1000        |       1000      |     1024    |     2048    |      5.176086775       |     155.445058299     | 2903.1385688853725 |
|      100mb_s1000_a1000_u1000_n16_m1024       |  100mb   |       1000      |        1000        |       1000      |      16     |     1024    |      5.173082696       |      19.07136861      | 268.6654501917516  |
|       100mb_s1000_a1000_u1000_n16_m16        |  100mb   |       1000      |        1000        |       1000      |      16     |      16     |      5.173705942       |      11.56106532      | 123.45810623189071 |
|      100mb_s1000_a1000_u1000_n16_m2048       |  100mb   |       1000      |        1000        |       1000      |      16     |     2048    |      5.176908174       |      18.987237715     | 266.7679061869332  |
|       100mb_s1000_a1000_u1000_n16_m512       |  100mb   |       1000      |        1000        |       1000      |      16     |     512     |      5.175197387       |      19.558257734     | 277.92293262340064 |
|       100mb_s1000_a1000_u1000_n16_m64        |  100mb   |       1000      |        1000        |       1000      |      16     |      64     |      5.176009796       |      13.529271134     | 161.38418718711404 |
|     100mb_s1000_a1000_u1000_n2048_m2048      |  100mb   |       1000      |        1000        |       1000      |     2048    |     2048    |      5.177971723       |      266.38287814     | 5044.5409977183845 |
|      100mb_s1000_a1000_u1000_n512_m1024      |  100mb   |       1000      |        1000        |       1000      |     512     |     1024    |      5.176923778       |      83.410194166     | 1511.1922396938176 |
|      100mb_s1000_a1000_u1000_n512_m2048      |  100mb   |       1000      |        1000        |       1000      |     512     |     2048    |      5.178741689       |     113.415658067     | 2090.0234628018343 |
|      100mb_s1000_a1000_u1000_n512_m512       |  100mb   |       1000      |        1000        |       1000      |     512     |     512     |      5.177368951       |      78.952268187     | 1424.9496208252745 |
|      100mb_s1000_a1000_u1000_n64_m1024       |  100mb   |       1000      |        1000        |       1000      |      64     |     1024    |      5.177742895       |      29.294031253     | 465.7683636877454  |
|      100mb_s1000_a1000_u1000_n64_m2048       |  100mb   |       1000      |        1000        |       1000      |      64     |     2048    |      5.175378051       |      28.720886245     | 454.9524297930366  |
|       100mb_s1000_a1000_u1000_n64_m512       |  100mb   |       1000      |        1000        |       1000      |      64     |     512     |      5.178057605       |      29.860273472     | 476.6693951640578  |
|       100mb_s1000_a1000_u1000_n64_m64        |  100mb   |       1000      |        1000        |       1000      |      64     |      64     |      5.179114949       |      17.47004376      | 237.3171658098296  |
| 200mb_s1000000_a1000000_u1000000_n1024_m1024 |  200mb   |     1000000     |      1000000       |     1000000     |     1024    |     1024    |      5.191337551       |      11.171885011     | 115.2024387019098  |
| 200mb_s1000000_a1000000_u1000000_n1024_m2048 |  200mb   |     1000000     |      1000000       |     1000000     |     1024    |     2048    |      5.193191732       |      11.206466862     | 115.7915101217372  |
|  200mb_s1000000_a1000000_u1000000_n16_m1024  |  200mb   |     1000000     |      1000000       |     1000000     |      16     |     1024    |      5.190090963       |      10.490305621     | 102.1218066462624  |
|   200mb_s1000000_a1000000_u1000000_n16_m16   |  200mb   |     1000000     |      1000000       |     1000000     |      16     |      16     |      5.193383206       |      10.475295656     | 101.70465456694436 |
|  200mb_s1000000_a1000000_u1000000_n16_m2048  |  200mb   |     1000000     |      1000000       |     1000000     |      16     |     2048    |      5.191139005       |      10.46940807      | 101.67843819855484 |
|  200mb_s1000000_a1000000_u1000000_n16_m512   |  200mb   |     1000000     |      1000000       |     1000000     |      16     |     512     |      5.193815834       |      10.501792371     | 102.1980121484608  |
|   200mb_s1000000_a1000000_u1000000_n16_m64   |  200mb   |     1000000     |      1000000       |     1000000     |      16     |      64     |      5.192053251       |      10.439913324     | 101.07485072479278 |
| 200mb_s1000000_a1000000_u1000000_n2048_m2048 |  200mb   |     1000000     |      1000000       |     1000000     |     2048    |     2048    |      5.193509548       |      11.904181624     | 129.21266465340867 |
| 200mb_s1000000_a1000000_u1000000_n512_m1024  |  200mb   |     1000000     |      1000000       |     1000000     |     512     |     1024    |      5.190355144       |      10.776952456     | 107.63420145648517 |
| 200mb_s1000000_a1000000_u1000000_n512_m2048  |  200mb   |     1000000     |      1000000       |     1000000     |     512     |     2048    |      5.189079594       |      10.816035181     | 108.43841350027286 |
|  200mb_s1000000_a1000000_u1000000_n512_m512  |  200mb   |     1000000     |      1000000       |     1000000     |     512     |     512     |      5.191076847       |      10.78392073      | 107.73957018633212 |
|  200mb_s1000000_a1000000_u1000000_n64_m1024  |  200mb   |     1000000     |      1000000       |     1000000     |      64     |     1024    |      5.188881572       |      10.52167107      | 102.77339006495254 |
|  200mb_s1000000_a1000000_u1000000_n64_m2048  |  200mb   |     1000000     |      1000000       |     1000000     |      64     |     2048    |      5.192505049       |      10.511204746     | 102.43032306775135 |
|  200mb_s1000000_a1000000_u1000000_n64_m512   |  200mb   |     1000000     |      1000000       |     1000000     |      64     |     512     |      5.191175033       |      10.511000068     | 102.4782443508874  |
|   200mb_s1000000_a1000000_u1000000_n64_m64   |  200mb   |     1000000     |      1000000       |     1000000     |      64     |      64     |       5.19138272       |      10.50851661      | 102.42230590157682 |
| 200mb_s100000_a1000000_u1000000_n1024_m1024  |  200mb   |      100000     |      1000000       |     1000000     |     1024    |     1024    |      5.191701427       |      11.035393855     | 112.55833006130229 |
| 200mb_s100000_a1000000_u1000000_n1024_m2048  |  200mb   |      100000     |      1000000       |     1000000     |     1024    |     2048    |      5.192185291       |      11.026235106     | 112.36212669668377 |
|  200mb_s100000_a1000000_u1000000_n16_m1024   |  200mb   |      100000     |      1000000       |     1000000     |      16     |     1024    |      5.190622914       |       10.4816024      | 101.9334205867531  |
|   200mb_s100000_a1000000_u1000000_n16_m16    |  200mb   |      100000     |      1000000       |     1000000     |      16     |      16     |      5.192790191       |      10.454017056     | 101.31791717906515 |
|  200mb_s100000_a1000000_u1000000_n16_m2048   |  200mb   |      100000     |      1000000       |     1000000     |      16     |     2048    |      5.191109383       |      9.494229974      | 82.89404582943268  |
|   200mb_s100000_a1000000_u1000000_n16_m512   |  200mb   |      100000     |      1000000       |     1000000     |      16     |     512     |      5.193255316       |      10.445707462     | 101.13987906232182 |
|   200mb_s100000_a1000000_u1000000_n16_m64    |  200mb   |      100000     |      1000000       |     1000000     |      16     |      64     |      5.192629768       |      9.449791719      | 81.98470026180385  |
| 200mb_s100000_a1000000_u1000000_n2048_m2048  |  200mb   |      100000     |      1000000       |     1000000     |     2048    |     2048    |      5.193488467       |      11.650128933     | 124.32184084024075 |
|  200mb_s100000_a1000000_u1000000_n512_m1024  |  200mb   |      100000     |      1000000       |     1000000     |     512     |     1024    |      5.192322333       |      9.749720781      | 87.77187076840903  |
|  200mb_s100000_a1000000_u1000000_n512_m2048  |  200mb   |      100000     |      1000000       |     1000000     |     512     |     2048    |      5.192395599       |      10.788895139     | 107.78261080642287 |
|  200mb_s100000_a1000000_u1000000_n512_m512   |  200mb   |      100000     |      1000000       |     1000000     |     512     |     512     |      5.193017047       |      10.719951449     | 106.43012245054932 |
|  200mb_s100000_a1000000_u1000000_n64_m1024   |  200mb   |      100000     |      1000000       |     1000000     |      64     |     1024    |      5.191705136       |       9.49839925      | 82.95336505412814  |
|  200mb_s100000_a1000000_u1000000_n64_m2048   |  200mb   |      100000     |      1000000       |     1000000     |      64     |     2048    |       5.19272859       |      9.534479046      |  83.6121199240263  |
|   200mb_s100000_a1000000_u1000000_n64_m512   |  200mb   |      100000     |      1000000       |     1000000     |      64     |     512     |      5.191872527       |      10.493949609     | 102.12263599360129 |
|   200mb_s100000_a1000000_u1000000_n64_m64    |  200mb   |      100000     |      1000000       |     1000000     |      64     |      64     |      5.191989569       |      9.513943247      | 83.24272652251162  |
|  200mb_s100000_a100000_u1000000_n1024_m1024  |  200mb   |      100000     |       100000       |     1000000     |     1024    |     1024    |      5.193683788       |      15.950510139     | 207.11361704102268 |
|  200mb_s100000_a100000_u1000000_n1024_m2048  |  200mb   |      100000     |       100000       |     1000000     |     1024    |     2048    |      5.189399293       |      17.578519594     | 238.73900622200588 |
|   200mb_s100000_a100000_u1000000_n16_m1024   |  200mb   |      100000     |       100000       |     1000000     |      16     |     1024    |      5.190812863       |      10.532975215     | 102.91571846249394 |
|    200mb_s100000_a100000_u1000000_n16_m16    |  200mb   |      100000     |       100000       |     1000000     |      16     |      16     |      5.192997275       |      10.525039506     | 102.6775472552121  |
|   200mb_s100000_a100000_u1000000_n16_m2048   |  200mb   |      100000     |       100000       |     1000000     |      16     |     2048    |       5.19308081       |      10.518767336     | 102.55350765473648 |
|   200mb_s100000_a100000_u1000000_n16_m512    |  200mb   |      100000     |       100000       |     1000000     |      16     |     512     |      5.191885352       |      9.541298036      | 83.77328059304189  |
|    200mb_s100000_a100000_u1000000_n16_m64    |  200mb   |      100000     |       100000       |     1000000     |      16     |      64     |      5.193161933       |      10.541415601     | 102.98646059955243 |
|  200mb_s100000_a100000_u1000000_n2048_m2048  |  200mb   |      100000     |       100000       |     1000000     |     2048    |     2048    |       5.19262915       |      21.672541853     | 317.37126274461554 |
|  200mb_s100000_a100000_u1000000_n512_m1024   |  200mb   |      100000     |       100000       |     1000000     |     512     |     1024    |      5.192095429       |      12.249513367     | 135.92619847819827 |
|  200mb_s100000_a100000_u1000000_n512_m2048   |  200mb   |      100000     |       100000       |     1000000     |     512     |     2048    |      5.192544353       |      13.537841282     | 160.71691181951084 |
|   200mb_s100000_a100000_u1000000_n512_m512   |  200mb   |      100000     |       100000       |     1000000     |     512     |     512     |      5.191899092       |      12.13491173      | 133.7278039301308  |
|   200mb_s100000_a100000_u1000000_n64_m1024   |  200mb   |      100000     |       100000       |     1000000     |      64     |     1024    |      5.194274878       |      10.844827827     | 108.78424961552449 |
|   200mb_s100000_a100000_u1000000_n64_m2048   |  200mb   |      100000     |       100000       |     1000000     |      64     |     2048    |      5.192942046       |      10.845960055     | 108.85963985202545 |
|   200mb_s100000_a100000_u1000000_n64_m512    |  200mb   |      100000     |       100000       |     1000000     |      64     |     512     |      5.192558014       |      9.839955604      | 89.50112020837982  |
|    200mb_s100000_a100000_u1000000_n64_m64    |  200mb   |      100000     |       100000       |     1000000     |      64     |      64     |      5.188870671       |      9.750036072      |  87.9028538231224  |
|  200mb_s100000_a100000_u100000_n1024_m1024   |  200mb   |      100000     |       100000       |      100000     |     1024    |     1024    |      5.194565386       |      15.869002134     | 205.49239358443606 |
|  200mb_s100000_a100000_u100000_n1024_m2048   |  200mb   |      100000     |       100000       |      100000     |     1024    |     2048    |      5.193605136       |      15.880514729     | 205.77054499046534 |
|   200mb_s100000_a100000_u100000_n16_m1024    |  200mb   |      100000     |       100000       |      100000     |      16     |     1024    |      5.188692679       |      9.556024078      | 84.17016904230493  |
|    200mb_s100000_a100000_u100000_n16_m16     |  200mb   |      100000     |       100000       |      100000     |      16     |      16     |       5.18883363       |      10.538157986     | 103.0930019623697  |
|   200mb_s100000_a100000_u100000_n16_m2048    |  200mb   |      100000     |       100000       |      100000     |      16     |     2048    |      5.191928203       |      9.551612935      | 83.97043567514834  |
|    200mb_s100000_a100000_u100000_n16_m512    |  200mb   |      100000     |       100000       |      100000     |      16     |     512     |      5.192963403       |      9.579928991      | 84.47903918340013  |
|    200mb_s100000_a100000_u100000_n16_m64     |  200mb   |      100000     |       100000       |      100000     |      16     |      64     |      5.191226731       |      10.575624052     | 103.72109715120818 |
|  200mb_s100000_a100000_u100000_n2048_m2048   |  200mb   |      100000     |       100000       |      100000     |     2048    |     2048    |      5.194867578       |      21.299453034     | 310.00954719619995 |
|   200mb_s100000_a100000_u100000_n512_m1024   |  200mb   |      100000     |       100000       |      100000     |     512     |     1024    |       5.19220202       |      13.01971173      | 150.7551069825284  |
|   200mb_s100000_a100000_u100000_n512_m2048   |  200mb   |      100000     |       100000       |      100000     |     512     |     2048    |      5.191107651       |      12.14287988      | 133.91693442652516 |
|   200mb_s100000_a100000_u100000_n512_m512    |  200mb   |      100000     |       100000       |      100000     |     512     |     512     |      5.191639381       |      13.14985565      | 153.28908048053037 |
|   200mb_s100000_a100000_u100000_n64_m1024    |  200mb   |      100000     |       100000       |      100000     |      64     |     1024    |      5.192742013       |      9.826169199      | 89.22891170792313  |
|   200mb_s100000_a100000_u100000_n64_m2048    |  200mb   |      100000     |       100000       |      100000     |      64     |     2048    |      5.192368922       |      10.841280408     | 108.79256791761529 |
|    200mb_s100000_a100000_u100000_n64_m512    |  200mb   |      100000     |       100000       |      100000     |      64     |     512     |      5.193328899       |      9.845702985      | 89.58365966183727  |
|    200mb_s100000_a100000_u100000_n64_m64     |  200mb   |      100000     |       100000       |      100000     |      64     |      64     |      5.192192904       |      10.73298597      | 106.71392932514976 |
|  200mb_s10000_a1000000_u1000000_n1024_m1024  |  200mb   |      10000      |      1000000       |     1000000     |     1024    |     1024    |      5.190980193       |      10.032183119     | 93.26182620631705  |
|  200mb_s10000_a1000000_u1000000_n1024_m2048  |  200mb   |      10000      |      1000000       |     1000000     |     1024    |     2048    |      5.191448331       |      10.041800409     | 93.42965139490667  |
|   200mb_s10000_a1000000_u1000000_n16_m1024   |  200mb   |      10000      |      1000000       |     1000000     |      16     |     1024    |       5.19234478       |      9.459435815      | 82.18042552636501  |
|    200mb_s10000_a1000000_u1000000_n16_m16    |  200mb   |      10000      |      1000000       |     1000000     |      16     |      16     |       5.19003589       |      9.457996053      | 82.23373120065266  |
|   200mb_s10000_a1000000_u1000000_n16_m2048   |  200mb   |      10000      |      1000000       |     1000000     |      16     |     2048    |      5.190843294       |      9.445529859      | 81.96522846139304  |
|   200mb_s10000_a1000000_u1000000_n16_m512    |  200mb   |      10000      |      1000000       |     1000000     |      16     |     512     |      5.193378501       |      9.477028171      | 82.48290913468317  |
|    200mb_s10000_a1000000_u1000000_n16_m64    |  200mb   |      10000      |      1000000       |     1000000     |      16     |      64     |      5.192457117       |      9.466478888      | 82.31212458176954  |
|  200mb_s10000_a1000000_u1000000_n2048_m2048  |  200mb   |      10000      |      1000000       |     1000000     |     2048    |     2048    |      5.191802775       |      10.624686611     | 104.64349420515111 |
|  200mb_s10000_a1000000_u1000000_n512_m1024   |  200mb   |      10000      |      1000000       |     1000000     |     512     |     1024    |      5.191185813       |      9.746175455      | 87.74468505044052  |
|  200mb_s10000_a1000000_u1000000_n512_m2048   |  200mb   |      10000      |      1000000       |     1000000     |     512     |     2048    |      5.190182751       |      9.771552522      | 88.26991246343495  |
|   200mb_s10000_a1000000_u1000000_n512_m512   |  200mb   |      10000      |      1000000       |     1000000     |     512     |     512     |      5.190641701       |      9.753964638      |  87.9144275383303  |
|   200mb_s10000_a1000000_u1000000_n64_m1024   |  200mb   |      10000      |      1000000       |     1000000     |      64     |     1024    |      5.193401125       |      9.525222595      | 83.41010766812279  |
|   200mb_s10000_a1000000_u1000000_n64_m2048   |  200mb   |      10000      |      1000000       |     1000000     |      64     |     2048    |      5.190686913       |      9.511430415      |  83.2403027656852  |
|   200mb_s10000_a1000000_u1000000_n64_m512    |  200mb   |      10000      |      1000000       |     1000000     |      64     |     512     |       5.19018803       |      9.513015972      | 83.28846502310631  |
|    200mb_s10000_a1000000_u1000000_n64_m64    |  200mb   |      10000      |      1000000       |     1000000     |      64     |      64     |      5.190464282       |      9.503176701      | 83.08914549236079  |
|  200mb_s10000_a100000_u1000000_n1024_m1024   |  200mb   |      10000      |       100000       |     1000000     |     1024    |     1024    |      5.192319747       |      14.739078202     | 183.86306930569697 |
|  200mb_s10000_a100000_u1000000_n1024_m2048   |  200mb   |      10000      |       100000       |     1000000     |     1024    |     2048    |      5.191053757       |      14.685769018     | 182.90535420090046 |
|   200mb_s10000_a100000_u1000000_n16_m1024    |  200mb   |      10000      |       100000       |     1000000     |      16     |     1024    |      5.190179111       |      9.583592255      | 84.64858437522234  |
|    200mb_s10000_a100000_u1000000_n16_m16     |  200mb   |      10000      |       100000       |     1000000     |      16     |      16     |      5.192543082       |      9.547552225      | 83.87044795250097  |
|   200mb_s10000_a100000_u1000000_n16_m2048    |  200mb   |      10000      |       100000       |     1000000     |      16     |     2048    |      5.191103906       |      9.621182828      | 85.33982371032123  |
|    200mb_s10000_a100000_u1000000_n16_m512    |  200mb   |      10000      |       100000       |     1000000     |      16     |     512     |      5.193966613       |       9.60925692      | 85.00806100580147  |
|    200mb_s10000_a100000_u1000000_n16_m64     |  200mb   |      10000      |       100000       |     1000000     |      16     |      64     |      5.191730331       |       9.60565417      | 85.01835722561145  |
|  200mb_s10000_a100000_u1000000_n2048_m2048   |  200mb   |      10000      |       100000       |     1000000     |     2048    |     2048    |      5.192309197       |      20.456250356     | 293.97211490831796 |
|   200mb_s10000_a100000_u1000000_n512_m1024   |  200mb   |      10000      |       100000       |     1000000     |     512     |     1024    |      5.188467275       |      12.17866615      | 134.7257003755507  |
|   200mb_s10000_a100000_u1000000_n512_m2048   |  200mb   |      10000      |       100000       |     1000000     |     512     |     2048    |      5.190232746       |      13.999649048     | 169.7306601286662  |
|   200mb_s10000_a100000_u1000000_n512_m512    |  200mb   |      10000      |       100000       |     1000000     |     512     |     512     |       5.19097933       |      12.14696789      | 134.00146904457046 |
|   200mb_s10000_a100000_u1000000_n64_m1024    |  200mb   |      10000      |       100000       |     1000000     |      64     |     1024    |      5.192156769       |      9.914423208      | 90.94999725729583  |
|   200mb_s10000_a100000_u1000000_n64_m2048    |  200mb   |      10000      |       100000       |     1000000     |      64     |     2048    |      5.192369128       |      9.906978414      | 90.79880820830577  |
|    200mb_s10000_a100000_u1000000_n64_m512    |  200mb   |      10000      |       100000       |     1000000     |      64     |     512     |      5.194045538       |      9.926596399      | 91.11492816873333  |
|    200mb_s10000_a100000_u1000000_n64_m64     |  200mb   |      10000      |       100000       |     1000000     |      64     |      64     |      5.191526637       |      9.782472754      | 88.43152386583817  |
|   200mb_s10000_a100000_u100000_n1024_m1024   |  200mb   |      10000      |       100000       |      100000     |     1024    |     1024    |      5.193209881       |      14.356914704     | 176.45550695970417 |
|   200mb_s10000_a100000_u100000_n1024_m2048   |  200mb   |      10000      |       100000       |      100000     |     1024    |     2048    |      5.192551191       |      14.684939409     | 182.80779271762796 |
|    200mb_s10000_a100000_u100000_n16_m1024    |  200mb   |      10000      |       100000       |      100000     |      16     |     1024    |      5.191208789       |      9.578980517      | 84.52312180734366  |
|     200mb_s10000_a100000_u100000_n16_m16     |  200mb   |      10000      |       100000       |      100000     |      16     |      16     |      5.190966435       |      9.513126874      | 83.26311666856307  |
|    200mb_s10000_a100000_u100000_n16_m2048    |  200mb   |      10000      |       100000       |      100000     |      16     |     2048    |      5.193816525       |      9.665469732      | 86.09570987877744  |
|    200mb_s10000_a100000_u100000_n16_m512     |  200mb   |      10000      |       100000       |      100000     |      16     |     512     |      5.192231048       |      9.647748223      | 85.81122707773618  |
|     200mb_s10000_a100000_u100000_n16_m64     |  200mb   |      10000      |       100000       |      100000     |      16     |      64     |      5.192511966       |      9.579544456      | 84.48767222349818  |
|   200mb_s10000_a100000_u100000_n2048_m2048   |  200mb   |      10000      |       100000       |      100000     |     2048    |     2048    |      5.192507606       |      20.179644208     | 288.6300365681159  |
|   200mb_s10000_a100000_u100000_n512_m1024    |  200mb   |      10000      |       100000       |      100000     |     512     |     1024    |      5.189861167       |      12.39285386      | 138.78969901546887 |
|   200mb_s10000_a100000_u100000_n512_m2048    |  200mb   |      10000      |       100000       |      100000     |     512     |     2048    |      5.190632957       |      13.937987318     | 168.52192080357878 |
